seq	level	ref	datatype	occurrence	XPath
1730	3	cbc:DocumentDescription	Text	0..n	/DebitNote/cac:OrderReference/cac:DocumentReference/cbc:DocumentDescription
1740	3	cac:Attachment	AttachmentType	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:Attachment
1750	4	cbc:EmbeddedDocumentBinaryObject	BinaryObject	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:Attachment/cbc:EmbeddedDocumentBinaryObject
1760	4	cac:ExternalReference	ExternalReferenceType	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:Attachment/cac:ExternalReference
1770	5	cbc:URI	Identifier	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:Attachment/cac:ExternalReference/cbc:URI
1780	5	cbc:DocumentHash	Text	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:Attachment/cac:ExternalReference/cbc:DocumentHash
1790	5	cbc:HashAlgorithmMethod	Text	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:Attachment/cac:ExternalReference/cbc:HashAlgorithmMethod
1800	5	cbc:ExpiryDate	Date	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:Attachment/cac:ExternalReference/cbc:ExpiryDate
1810	5	cbc:ExpiryTime	Time	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:Attachment/cac:ExternalReference/cbc:ExpiryTime
1820	5	cbc:MimeCode	Code	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:Attachment/cac:ExternalReference/cbc:MimeCode
1830	5	cbc:FormatCode	Code	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:Attachment/cac:ExternalReference/cbc:FormatCode
1840	5	cbc:EncodingCode	Code	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:Attachment/cac:ExternalReference/cbc:EncodingCode
1850	5	cbc:CharacterSetCode	Code	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:Attachment/cac:ExternalReference/cbc:CharacterSetCode
1860	5	cbc:FileName	Name	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:Attachment/cac:ExternalReference/cbc:FileName
1870	5	cbc:Description	Text	0..n	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:Attachment/cac:ExternalReference/cbc:Description
1880	3	cac:ValidityPeriod	PeriodType	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:ValidityPeriod
1890	4	cbc:StartDate	Date	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:ValidityPeriod/cbc:StartDate
1900	4	cbc:StartTime	Time	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:ValidityPeriod/cbc:StartTime
1910	4	cbc:EndDate	Date	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:ValidityPeriod/cbc:EndDate
1920	4	cbc:EndTime	Time	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:ValidityPeriod/cbc:EndTime
1930	4	cbc:DurationMeasure	Measure	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:ValidityPeriod/cbc:DurationMeasure
1940	4	cbc:DescriptionCode	Code	0..n	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:ValidityPeriod/cbc:DescriptionCode
1950	4	cbc:Description	Text	0..n	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:ValidityPeriod/cbc:Description
1960	3	cac:IssuerParty	PartyType	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty
1970	4	cbc:MarkCareIndicator	Indicator	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cbc:MarkCareIndicator
1980	4	cbc:MarkAttentionIndicator	Indicator	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cbc:MarkAttentionIndicator
1990	4	cbc:WebsiteURI	Identifier	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cbc:WebsiteURI
2000	4	cbc:LogoReferenceID	Identifier	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cbc:LogoReferenceID
2010	4	cbc:EndpointID	Identifier	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cbc:EndpointID
2020	4	cbc:IndustryClassificationCode	Code	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cbc:IndustryClassificationCode
2030	4	cac:PartyIdentification	PartyIdentificationType	0..n	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyIdentification
2040	5	cbc:ID	Identifier	1..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyIdentification/cbc:ID
2050	4	cac:PartyName	PartyNameType	0..n	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyName
2060	5	cbc:Name	Name	1..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyName/cbc:Name
2070	4	cac:Language	LanguageType	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Language
2080	5	cbc:ID	Identifier	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Language/cbc:ID
2090	5	cbc:Name	Name	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Language/cbc:Name
2100	5	cbc:LocaleCode	Code	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Language/cbc:LocaleCode
2110	4	cac:PostalAddress	AddressType	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress
2120	5	cbc:ID	Identifier	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:ID
2130	5	cbc:AddressTypeCode	Code	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:AddressTypeCode
2140	5	cbc:AddressFormatCode	Code	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:AddressFormatCode
2150	5	cbc:Postbox	Text	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:Postbox
2160	5	cbc:Floor	Text	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:Floor
2170	5	cbc:Room	Text	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:Room
2180	5	cbc:StreetName	Name	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:StreetName
2190	5	cbc:AdditionalStreetName	Name	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:AdditionalStreetName
2200	5	cbc:BlockName	Name	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:BlockName
2210	5	cbc:BuildingName	Name	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:BuildingName
2220	5	cbc:BuildingNumber	Text	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:BuildingNumber
2230	5	cbc:InhouseMail	Text	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:InhouseMail
2240	5	cbc:Department	Text	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:Department
2250	5	cbc:MarkAttention	Text	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:MarkAttention
2260	5	cbc:MarkCare	Text	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:MarkCare
2270	5	cbc:PlotIdentification	Text	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:PlotIdentification
2280	5	cbc:CitySubdivisionName	Name	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:CitySubdivisionName
2290	5	cbc:CityName	Name	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:CityName
2300	5	cbc:PostalZone	Text	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:PostalZone
2310	5	cbc:CountrySubentity	Text	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:CountrySubentity
2320	5	cbc:CountrySubentityCode	Code	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:CountrySubentityCode
2330	5	cbc:Region	Text	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:Region
2340	5	cbc:District	Text	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:District
2350	5	cbc:TimezoneOffset	Text	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:TimezoneOffset
2360	5	cac:AddressLine	AddressLineType	0..n	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cac:AddressLine
2370	5	cac:Country	CountryType	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cac:Country
2380	5	cac:LocationCoordinate	LocationCoordinateType	0..n	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cac:LocationCoordinate
2390	4	cac:PhysicalLocation	LocationType	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PhysicalLocation
2400	5	cbc:ID	Identifier	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:ID
2410	5	cbc:Description	Text	0..n	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:Description
2420	5	cbc:Conditions	Text	0..n	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:Conditions
2430	5	cbc:CountrySubentity	Text	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:CountrySubentity
2440	5	cbc:CountrySubentityCode	Code	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:CountrySubentityCode
2450	5	cbc:LocationTypeCode	Code	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:LocationTypeCode
2460	5	cbc:InformationURI	Identifier	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:InformationURI
2470	5	cbc:Name	Name	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:Name
2480	5	cac:ValidityPeriod	PeriodType	0..n	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:ValidityPeriod
2490	5	cac:Address	AddressType	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address
2500	5	cac:SubsidiaryLocation	LocationType	0..n	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:SubsidiaryLocation
2510	5	cac:LocationCoordinate	LocationCoordinateType	0..n	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:LocationCoordinate
2520	4	cac:PartyTaxScheme	PartyTaxSchemeType	0..n	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyTaxScheme
2530	5	cbc:RegistrationName	Name	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cbc:RegistrationName
2540	5	cbc:CompanyID	Identifier	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cbc:CompanyID
2550	5	cbc:TaxLevelCode	Code	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cbc:TaxLevelCode
2560	5	cbc:ExemptionReasonCode	Code	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cbc:ExemptionReasonCode
2570	5	cbc:ExemptionReason	Text	0..n	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cbc:ExemptionReason
2580	5	cac:RegistrationAddress	AddressType	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cac:RegistrationAddress
2590	5	cac:TaxScheme	TaxSchemeType	1..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cac:TaxScheme
2600	4	cac:PartyLegalEntity	PartyLegalEntityType	0..n	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyLegalEntity
2610	5	cbc:RegistrationName	Name	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cbc:RegistrationName
2620	5	cbc:CompanyID	Identifier	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cbc:CompanyID
2630	5	cbc:RegistrationDate	Date	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cbc:RegistrationDate
2640	5	cbc:RegistrationExpirationDate	Date	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cbc:RegistrationExpirationDate
2650	5	cbc:CompanyLegalFormCode	Code	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cbc:CompanyLegalFormCode
2660	5	cbc:CompanyLegalForm	Text	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cbc:CompanyLegalForm
2670	5	cbc:SoleProprietorshipIndicator	Indicator	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cbc:SoleProprietorshipIndicator
2680	5	cbc:CompanyLiquidationStatusCode	Code	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cbc:CompanyLiquidationStatusCode
2690	5	cbc:CorporateStockAmount	Amount	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cbc:CorporateStockAmount
2700	5	cbc:FullyPaidSharesIndicator	Indicator	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cbc:FullyPaidSharesIndicator
2710	5	cac:RegistrationAddress	AddressType	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cac:RegistrationAddress
2720	5	cac:CorporateRegistrationScheme	CorporateRegistrationSchemeType	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cac:CorporateRegistrationScheme
2730	5	cac:ShareholderParty	ShareholderPartyType	0..n	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cac:ShareholderParty
2740	4	cac:Contact	ContactType	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Contact
2750	5	cbc:ID	Identifier	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Contact/cbc:ID
2760	5	cbc:Name	Name	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Contact/cbc:Name
2770	5	cbc:Telephone	Text	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Contact/cbc:Telephone
2780	5	cbc:Telefax	Text	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Contact/cbc:Telefax
2790	5	cbc:ElectronicMail	Text	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Contact/cbc:ElectronicMail
2800	5	cbc:Note	Text	0..n	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Contact/cbc:Note
2810	5	cac:OtherCommunication	CommunicationType	0..n	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Contact/cac:OtherCommunication
2820	4	cac:Person	PersonType	0..n	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person
2830	5	cbc:ID	Identifier	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cbc:ID
2840	5	cbc:FirstName	Name	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cbc:FirstName
2850	5	cbc:FamilyName	Name	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cbc:FamilyName
2860	5	cbc:Title	Text	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cbc:Title
2870	5	cbc:MiddleName	Name	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cbc:MiddleName
2880	5	cbc:OtherName	Name	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cbc:OtherName
2890	5	cbc:NameSuffix	Text	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cbc:NameSuffix
2900	5	cbc:JobTitle	Text	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cbc:JobTitle
2910	5	cbc:NationalityID	Identifier	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cbc:NationalityID
2920	5	cbc:GenderCode	Code	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cbc:GenderCode
2930	5	cbc:BirthDate	Date	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cbc:BirthDate
2940	5	cbc:BirthplaceName	Text	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cbc:BirthplaceName
2950	5	cbc:OrganizationDepartment	Text	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cbc:OrganizationDepartment
2960	5	cac:Contact	ContactType	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cac:Contact
2970	5	cac:FinancialAccount	FinancialAccountType	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cac:FinancialAccount
2980	5	cac:ResidenceAddress	AddressType	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress
2990	4	cac:AgentParty	PartyType	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:AgentParty
3000	4	cac:ServiceProviderParty	ServiceProviderPartyType	0..n	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:ServiceProviderParty
3010	5	cbc:ID	Identifier	0..1	/DebitNote/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:ServiceProviderParty/cbc:ID
