ibt-003	1	Invoice type code 	請求書タイプコード	1..1	Code	380																																																			
ibg-01	1	INVOICE NOTE	請求書注釈	0..n	Group																																																				
ibt-021	2	Invoice note subject code	請求書注釈表題コード	0..1	Text		Ordered in our booth at the convention																																																		
ibt-007	1	TAX point date	課税基準日	0..1	Date	2013-06-30																																																			
ibt-005	1	Invoice currency code	請求書通貨コード	1..1	Code	NOK																																																			
ibt-019	1	Buyer accounting reference	発注者会計参照	0..1	Text	Project cost code 123																																																			
ibg-14	1	INVOICING PERIOD 	請求期間	0..1	Group																																																				
ibt-073	2	Invoicing period start date	請求期間開始日	0..1	Date			2013-06-01																																																	
ibt-074	2	Invoicing period end date	請求期間終了日	0..1	Date			2013-06-30																																																	
ibt-013	1	Purchase order reference	購買発注参照	0..1	REF	123																																																			
ibg-03	1	PRECEDING INVOICE REFERENCE	先行請求書への参照	0..n	Group																																																				
ibt-012	1	Contract reference 	契約書参照	0..1	REF	Contract321																																																			
ibg-24	1	ADDITIONAL SUPPORTING DOCUMENTS	添付書類	0..n	Group																																																				
ibt-018	2	Invoiced object identifier	請求済みオブジェクト識別子	0..1	ID				Doc1	Doc2																																															
ibt-123	2	Supporting document description	添付書類のタイプコード	0..1	Text				Timesheet	EHF specification																																															
ibt-125	2	Attached document	添付書類	0..1	Binary					VGVzdGluZyBCYXNlNjQgZW5jb2Rpbmc=																																															
ibt-125-1	3	Attached document Mime code	添付書類MIMEコード	1..1	Scheme					application/pdf																																															
ibt-125-2	3	Attached document Filename	添付書類ファイル名	1..1	Scheme					test.pdf																																															
ibt-124	2	External document location	添付書類の保管場所(外部)	0..1	Text				http://www.suppliersite.eu/sheet001.html																																																
ibg-04	1	SELLER	販売者	1..1	Group																																																				
ibt-029	2	Seller identifier 	販売者コード	0..n	ID						1238764941386																																														
ibt-029-1	3	Scheme identifier	スキーマ識別子	1..1	Scheme						0088																																														
ibg-05	2	SELLER POSTAL ADDRESS	販売者の住所	1..1	Group																																																				
ibt-035	3	Seller address line 1 	販売者住所欄1	0..1	Text						Main street 34																																														
ibt-036	3	Seller address line 2	販売者住所欄2	0..1	Text						Suite 123																																														
ibt-037	3	Seller city	販売者住所 市区町村	0..1	Text						Big city																																														
ibt-038	3	Seller post code	販売者郵便番号	0..1	Text						303																																														
ibt-039	3	Seller country subdivision 	販売者住所 都道府県	0..1	Text						RegionA																																														
ibt-040	3	Seller country code 	販売者国コード	1..1	Code						NO																																														
ibg-42	2	SELLER TAX REGISTRATION	販売者VAT登録情報		Group																																																				
ibt-031	3	Seller TAX identifier	販売者 TAX ID	0..1	ID						NO123456789MVA																																														
ibt-032-1	3	Tax Scheme	税スキーマ	0..1	Code						VAT																																														
ibg-37	2	SELLER LEGAL REGISTRATION	販売者登録情報	0..1	Group																																																				
ibt-027	3	Seller name	販売者名称	1..1	Text						Salescompany ltd.																																														
ibt-030	3	Seller legal registration identifier	販売者国際企業コード	0..1	ID						123456789																																														
ibg-06	2	SELLER CONTACT 	販売者の連絡先	0..1	Group																																																				
ibt-041	3	Seller contact point 	販売者連絡先	0..1	Text						Antonio Salesmacher																																														
ibt-042	3	Seller contact telephone number	販売者連絡先電話番号	0..1	Text						46211230																																														
ibt-043	3	Seller contact email address	販売者連絡先電子メールアドレス	0..1	Text						antonio@salescompany.no																																														
ibg-07	1	BUYER 	発注者	1..1	Group																																																				
ibt-046	2	Buyer identifier 	発注者コード	0..n	ID							3456789012098																																													
ibt-046-1	3	Scheme identifier	スキーマ識別子	1..1	Scheme							0088																																													
ibg-08	2	BUYER POSTAL ADDRESS	発注者の住所	1..1	Group																																																				
ibt-050	3	Buyer address line 1 	発注者住所欄1	0..1	Text							Anystreet 8																																													
ibt-051	3	Buyer address line 2	発注者住所欄2	0..1	Text							Back door																																													
ibt-052	3	Buyer city	発注者住所 市区町村	0..1	Text							Anytown																																													
ibt-053	3	Buyer post code	発注者郵便番号	0..1	Text							101																																													
ibt-054	3	Buyer country subdivision 	発注者住所 都道府県	0..1	Text							RegionB																																													
ibt-055	3	Buyer country code 	発注者国コード	1..1	Code							NO																																													
ibg-41	2	BUYER TAX REGISTRATION	発注者税登録情報		Group																																																				
ibt-048	2	Buyer TAX identifier	発注者の適格請求書発行事業者登録番号	0..1	ID							NO987654321MVA																																													
ibt-048-1	2	Tax Scheme	税スキーマ	0..1	Code							VAT																																													
ibg-38	2	BUYER LEGAL REGISTRATION	発注者登録情報	0..1	Group																																																				
ibt-044	3	Buyer name 	発注者名称	1..1	Text							The Buyercompany																																													
ibt-047	3	Buyer legal registration identifier	発注者国際企業コード	0..1	ID							987654321																																													
ibg-09	2	BUYER CONTACT	発注者の連絡先	0..1	Group																																																				
ibt-056	3	Buyer contact point 	発注者連絡先	0..1	Text							John Doe																																													
ibt-057	3	Buyer contact telephone number	発注者連絡先電話番号	0..1	Text							5121230																																													
ibt-058	3	Buyer contact email address	発注者連絡先電子メールアドレス	0..1	Text							john@buyercompany.no																																													
ibg-10	1	PAYEE	支払先	0..1	Group																																																				
ibt-060	2	Payee identifier 	支払先コード	0..1	ID								2298740918237																																												
ibt-060-1	3	Scheme identifier	スキーマ識別子	1..1	Scheme								0088																																												
ibt-059	2	Payee name 	支払先名称	1..1	Text								Ebeneser Scrooge AS																																												
ibt-061	2	Payee legal registration identifier	支払先国際企業コード	0..1	ID								989823401																																												
ibg-11	1	SELLER TAX REPRESENTATIVE PARTY	販売者の納税管理人	0..1	Group																																																				
ibt-062	2	Seller tax representative name	納税管理人名称	1..1	Text									Tax handling company AS																																											
ibg-12	2	SELLER TAX REPRESENTATIVE POSTAL ADDRESS	納税管理人住所	1..1	Group																																																				
ibt-064	3	Tax representative address line 1 	納税管理人住所欄1	0..1	Text									Regent street																																											
ibt-065	3	Tax representative address line 2	納税管理人住所欄2	0..1	Text									Front door																																											
ibt-066	3	Tax representative city	納税管理人住所 市区町村	0..1	Text									Newtown																																											
ibt-067	3	Tax representative post code	納税管理人郵便番号	0..1	Text									202																																											
ibt-068	3	Tax representative country subdivision 	納税管理人住所 都道府県	0..1	Text									RegionC																																											
ibt-069	3	Tax representative country code 	納税管理人国コード	1..1	Code									NO																																											
ibg-43	2	TAX REPRESENTATIVE TAX REGISTRATION	販売者の納税管理人の登録情報		Group																																																				
ibt-063	3	Seller tax representative TAX identifier	納税管理人の税番号	1..1	ID									NO967611265MVA																																											
ibt-063-1	3	Tax Scheme	税スキーマ	0..1	Code									VAT																																											
ibg-13	1	DELIVERY INFORMATION	納入先	0..1	Group																																																				
ibt-072	2	Actual delivery date	実際の納入日	0..1	Date										2013-06-15																																										
ibt-071	2	Deliver to location identifier	納入先コード	0..1	ID										6754238987643																																										
ibt-071-1	3	Scheme identifier	スキーマ識別子	1..1	Scheme										0088																																										
ibg-15	2	DELIVER TO ADDRESS	納入先住所	0..1	Group																																																				
ibt-075	3	Deliver to address line 1 	納入先住所欄1	0..1	Text										Deliverystreet 2																																										
ibt-076	3	Deliver to address line 2	納入先住所欄2	0..1	Text										Side door																																										
ibt-077	3	Deliver to city	納入先住所 市区町村	0..1	Text										DeliveryCity																																										
ibt-078	3	Deliver to post code	納入先郵便番号	0..1	Text										523427																																										
ibt-079	3	Deliver to country subdivision 	納入先住所 都道府県	0..1	Text										RegionD																																										
ibt-080	3	Deliver to country code 	納入先国コード	1..1	Code										NO																																										
ibg-16	1	PAYMENT INSTRUCTIONS	支払手段	0..n	Group																																																				
ibt-081	2	Payment means type code	支払手段タイプコード	1..1	Code											30																																									
ibt-083	2	Remittance information	送金情報	0..n	Text											0003434323213231																																									
ibg-17	2	CREDIT TRANSFER 	銀行振込	0..n	Group																																																				
ibt-084	3	Payment account identifier	支払先口座番号	1..1	ID												NO9386011117947																																								
ibt-086	3	Payment service provider identifier	支払先金融機関番号	0..1	ID												DNBANOKK																																								
ibg-34	3	ADDRESS	支払先住所	0..1	Group																																																				
ibg-18	2	PAYMENT CARD INFORMATION	支払カード情報	0..1	Group																																																				
ibg-19	2	DIRECT DEBIT 	自動口座引落	0..1	Group																																																				
ibg-33	1	INVOICE TERMS	支払条件	0..n	Group																																																				
ibt-020	2	Payment terms	支払条件	0..1	Text													2 % discount if paid within 2 days Penalty percentage 10% from due date																																							
ibg-35	1	PAID AMOUNTS	支払済金額	0..n	Group																																																				
ibg-20	1	DOCUMENT LEVEL ALLOWANCES	ドキュメントレベルの返還請求	0..n	Group																																																				
ibt-092a	2	Charge indicator	追加請求フラグ	1..1	Indicator														0																																						
ibt-098	2	Document level allowance reason code	ドキュメントレベルの返還請求の理由コード	0..1	Code														88																																						
ibt-097	2	Document level allowance reason	ドキュメントレベルの返還請求の理由	0..1	Text														Promotion discount																																						
ibt-092	2	Document level allowance amount	ドキュメントレベルの返還請求金額	1..1	Amount														100.00																																						
ibt-092-1	3	Currency code	通貨コード	1..1	Code														NOK																																						
ibt-095	2	Document level allowance TAX category code	ドキュメントレベルの返還請求の課税分類コード	1..1	Code														S																																						
ibt-096	2	Document level allowance TAX rate	ドキュメントレベルの返還請求の税率	0..1	Percent														25																																						
ibt-096a	2	Tax Scheme	税スキーマ	0..1	Code														VAT																																						
ibg-21	1	DOCUMENT LEVEL CHARGES	ドキュメントレベルの追加請求	0..n	Group																																																				
ibt-099a	2	Charge indicator	追加請求フラグ	1..1	Indicator																true																																				
ibt-104	2	Document level charge reason	ドキュメントレベルの追加請求の理由	0..1	Text																Freight																																				
ibt-099	2	Document level charge amount	ドキュメントレベルの追加請求金額	1..1	Amount																100.00																																				
ibt-099-1	3	Currency code	通貨コード	1..1	Code																NOK																																				
ibt-102	2	Document level charge TAX category code	ドキュメントレベルの追加請求の課税分類コード	1..1	Code																S																																				
ibt-103	2	Document level charge TAX rate	ドキュメントレベルの追加請求の税率	0..1	Percent																25																																				
ibt-103a	2	Tax Scheme	税スキーマ	0..1	Code																VAT																																				
ibg-39	1	INVOICE TOTAL TAX	消費税合計金額	0..1	Group																																																				
ibt-110	2	Invoice total TAX amount	消費税合計金額	1..1	Amount																	365.28																																			
ibt-110-1	3	Currency code	通貨コード	1..1	Code																	NOK																																			
ibg-23	1	TAX BREAKDOWN	消費税内訳情報	1..n	Group																																																				
ibt-116	2	TAX category taxable amount	課税分類毎の課税基準額	1..1	Amount																		1460.50	1.00	-25.00																																
ibt-116-1	3	Currency code	通貨コード	1..1	Code																		NOK	NOK	NOK																																
ibt-117	2	TAX category tax amount	課税分類毎の消費税額	1..1	Amount																		365.13	0.15	0.00																																
ibt-117-1	3	Currency code	通貨コード	1..1	Code																		NOK	NOK	NOK																																
ibt-118	2	TAX category code 	課税分類コード	1..1	Code																		S	S	E																																
ibt-119	2	TAX category rate	課税分類毎の税率	0..1	Percent																		25	15	0																																
ibt-120	2	TAX exemption reason text	非課税/不課税理由	0..1	Text																				Exempt New Means of Transport																																
ibt-188	2	Tax Scheme	税スキーマ	0..1	Code																		VAT	VAT	VAT																																
ibg-22	1	DOCUMENT TOTALS	請求書総合計金額	1..1	Group																																																				
ibt-106	2	Sum of Invoice line net amount	明細行金額(税抜)の合計	1..1	Amount																					1436.50																															
ibt-106-1	3	Currency code	通貨コード	1..1	Code																					NOK																															
ibt-109	2	Invoice total amount without TAX	請求書合計金額(税抜)	1..1	Amount																					1436.50																															
ibt-109-1	3	Currency code	通貨コード	1..1	Code																					NOK																															
ibt-112	2	Invoice total amount with TAX	請求書合計金額(税込)	1..1	Amount																					1801.78																															
ibt-112-1	3	Currency code	通貨コード	1..1	Code																					NOK																															
ibt-107	2	Sum of allowances on document level	ドキュメントレベルの返還請求の合計	0..1	Amount																					100.00																															
ibt-107-1	3	Currency code	通貨コード	1..1	Code																					NOK																															
ibt-108	2	Sum of charges on document level	ドキュメントレベルの追加請求の合計	0..1	Amount																					100.00																															
ibt-108-1	3	Currency code	通貨コード	1..1	Code																					NOK																															
ibt-113	2	Paid amount 	支払済金額	0..1	Amount																					1000.00																															
ibt-113-1	3	Currency code	通貨コード	1..1	Code																					NOK																															
ibt-115	2	Amount due for payment	未払金額	1..1	Amount																					801.78																															
ibt-115-1	3	Currency code	通貨コード	1..1	Code																					NOK																															
ibg-25	1	INVOICE LINE	明細行	1..n	Group																																																				
ibt-126	2	Invoice line identifier	明細行番号	1..1	ID																							1										2					3					4					5				
ibt-127	2	Invoice line note	明細行注釈	0..1	Text																							Scratch on box										Cover is slightly damaged.																			
ibt-129	2	Invoiced quantity	請求済数量	1..1	Quantity																							2										-1					2					-1					250				
ibt-130	2	Invoiced quantity unit of measure code	請求済数量の数量単位コード	1..1	Code																							EA										EA					EA					EA					MTR				
ibt-131	2	Invoice line net amount 	明細行金額(税抜)	1..1	Amount																							1273.00										-3.96					4.96					-25.00					187.50				
ibt-131-1	3	Currency code	通貨コード	1..1	Code																							NOK										NOK					NOK					NOK					NOK				
ibt-133	2	Invoice line Buyer accounting reference	明細行バイヤー会計参照	0..1	Text																							BookingCode001										BookingCode002					BookingCode003					BookingCode004					BookingCode005				
ibg-26	2	INVOICE LINE PERIOD	明細行の期間	0..1	Group																																																				
ibt-134	3	Invoice line period start date	明細行の期間開始日	0..1	Date																								2013-06-01																												
ibt-135	3	Invoice line period end date	明細行の期間終了日	0..1	Date																								2013-06-30																												
ibg-36	2	Referenced purchase order line reference	発注明細行参照	0..1	Group																																																				
ibt-132a	3	Referenced purchase order line identifier	発注明細行番号	1..1	REF																									1									5					3					2								
ibg-27	2	INVOICE LINE ALLOWANCES	明細行の返還請求	0..n	Group																																																				
ibt-136a	3	Charge indicator	追加請求フラグ	1..1	Indicator																										false																										
ibt-139	3	Invoice line allowance reason	明細行の返還請求理由	0..1	Text																										Damage																										
ibt-136	3	Invoice line allowance amount	明細行の返還請求金額(税抜)	1..1	Amount																										12.00																										
ibt-136-1	4	Currency code	通貨コード	1..1	Code																										NOK																										
ibg-28	2	INVOICE LINE CHARGES	明細行の追加請求	0..n	Group																																																				
ibt-141a	3	Charge indicator	追加請求フラグ	1..1	Indicator																												true																								
ibt-144	3	Invoice line charge reason	明細行の追加請求理由	0..1	Text																												Testing																								
ibt-141	3	Invoice line charge amount	明細行の追加請求金額(税抜)	1..1	Amount																												12.00																								
ibt-141-1	4	Currency code	通貨コード	1..1	Code																												NOK																								
ibg-30	2	LINE TAX INFORMATION	明細行税額情報	1..n	Group																																																				
ibt-151	3	Invoiced item TAX category code	請求される品目に対する課税分類コード	1..1	Code																														S						S					S					E				S		
ibt-152	3	Invoiced item TAX rate	請求される品目に対する税率	0..1	Percent																														25						15					15					0				25		
ibt-167	3	Tax Scheme	税スキーマ	0..1	Code																														VAT						VAT					VAT					VAT				VAT		
ibg-31	2	ITEM INFORMATION	品目情報	1..1	Group																																																				
ibt-154	3	Item description 	品目摘要	0..n	Text																													Processor: Intel Core 2 Duo SU9400 LV (1.4GHz). RAM: 3MB. Screen 1440x900																							
ibt-153	3	Item name 	品名	1..1	Text																													Laptop computer						"Returned ""Advanced computing"" book"					"""Computing for dummies"" book"					Returned IBM 5150 desktop				Network cable			
ibt-155	3	Item Seller's identifier	販売者による品目識別子	0..1	ID																													JB007						JB008					JB009					JB010				JB011			
ibt-157	3	Item standard identifier	品目標準識別子	0..1	ID																														1234567890128						1234567890135					1234567890135					1234567890159				1234567890166		
ibt-157-1	4	Scheme identifier	スキーマ識別子	1..1	Scheme																														0088						0088					0088					0088				0088		
ibt-158	3	Item classification identifier	品目分類識別子	0..n	ID																						12344321	32344324										32344324					12344322					12344325					65434564				
ibt-158-1	4	Scheme identifier	スキーマ識別子	1..1	Scheme																						ZZZ	ZZZ										ZZZ					ZZZ					ZZZ					STI				
ibt-159	3	Item country of origin	品目の原産国	0..1	Code																														DE																						
ibg-32	2	ITEM ATTRIBUTES	品目属性	0..n	Group																																																				
ibt-160	3	Item attribute name	品目属性名	1..1	Text																															Color																				Type	
ibt-161	3	Item attribute value 	品目属性値	1..1	Text																															Black																				Cat5	
ibg-29	2	PRICE DETAILS	取引価格詳細	1..1	Group																																																				
ibt-146	3	Item net price	品目単価(割引後)(税抜)	1..1	Unit																																1273.00					3.96					2.48					25.00					0.75
ibt-146-1	4	Currency code	通貨コード	1..1	Code																																NOK					NOK					NOK					NOK					NOK
ibt-149	3	Item price base quantity	品目単価基準数量	0..1	Quantity																																1					1					1					1					1
ibt-150	3	Item price base quantity unit of measure code	品目単価基準数量の数量単位コード	0..1	Code																																EA					EA					EA					EA					MTR
ibt-147a	3	Charge indicator	追加請求フラグ	1..1	Indicator																																false										false										
ibt-147	3	Item price discount	品目単価割引(税抜)	0..1	Unit																																225.00										0.27										
ibt-147-1	4	Currency code	通貨コード	1..1	Code																																NOK										NOK										
ibt-148	3	Item gross price	品目単価(割引前)(税抜)	0..1	Unit																																										2.70										
ibt-148-1	4	Currency code	通貨コード	1..1	Code																																										NOK										
