ibg-01,1,0..n,INVOICE NOTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-021,2,0..1,Invoice note subject code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-022,2,0..1,Invoice note,"Periodieke afrekening\n        U vindt een toelichting op uw factuur via www.enexis.nl/factuur_grootzakelijk\n        Op alle diensten en overeenkomsten zijn de algemene voorwaarden aansluiting en\n        transport grootverbruik elektriciteit, respectievelijk gas van toepassing\n        www.enexis.nl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibg-02,1,1..1,PROCESS CONTROL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-024,2,1..1,Specification identifier,urn:peppol:pint:billing-3.0@jp:peppol-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibg-04,1,1..1,SELLER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-027,2,1..1,Seller name,Enexis B.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-028,2,0..1,Seller trading name,Enexis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-030,2,0..1,Seller legal registration identifier,17131139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-031,2,0..1,Seller TAX identifier,NL809561074B01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-031-2,3,1..1,Tax scheme,VAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-032,2,0..1,Seller TAX registration identifier,NL809561074B01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibg-05,1,1..1,SELLER POSTAL ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-035,3,0..1,Seller address line 1 ,Magistratenlaan 116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-037,3,0..1,Seller city,'S-HERTOGENBOSCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-038,3,0..1,Seller post code,5223MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-040,3,1..1,Seller country code ,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibg-06,2,0..1,SELLER CONTACT ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-043,3,0..1,Seller contact email address,klantenservice.zakelijk@enexis.nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibg-07,1,1..1,BUYER ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-044,2,1..1,Buyer name ,Klant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-046,2,0..n,Buyer identifier ,1081119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibg-08,2,1..1,BUYER POSTAL ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-050,3,0..1,Buyer address line 1 ,Bedrijfslaan 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-052,3,0..1,Buyer city,ONDERNEMERSTAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-053,3,0..1,Buyer post code,9999 XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-055,3,1..1,Buyer country code ,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibg-13,1,0..1,DELIVERY INFORMATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibg-14,2,0..1,INVOICING PERIOD ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-073,3,0..1,Invoicing period start date,2014-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-074,3,0..1,Invoicing period end date,2014-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibg-15,2,0..1,DELIVER TO ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-075,3,0..1,Deliver to address line 1 ,"Bedrijfslaan 4,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-077,3,0..1,Deliver to city,ONDERNEMERSTAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-078,3,0..1,Deliver to post code,9999 XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-080,3,1..1,Deliver to country code ,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibg-16,1,0..n,PAYMENT INSTRUCTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-081,2,1..1,Payment means type code,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-083,2,0..n,Remittance information,1100512149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibg-17,2,0..n,CREDIT TRANSFER ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-084,3,1..1,Payment account identifier,NL28RBOS0420242228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibg-22,1,1..1,DOCUMENT TOTALS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-106,2,1..1,Sum of Invoice line net amount,908.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-109,2,1..1,Invoice total amount without TAX,908.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-110,2,0..1,Invoice total TAX amount,190.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-112,2,1..1,Invoice total amount with TAX,1099.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-115,2,1..1,Amount due for payment,1099.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibg-23,1,1..n,TAX BREAKDOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-116,2,1..1,TAX category taxable amount,,908.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-117,2,1..1,TAX category tax amount,,190.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-118,2,1..1,TAX category code ,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-119,2,0..1,TAX category rate,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-198,2,1..1,Tax scheme,,VAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibg-24,1,0..n,ADDITIONAL SUPPORTING DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-122,2,1..1,Supporting document reference,871694831000290806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-123,2,0..1,Supporting document description,ATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibg-25,1,1..n,INVOICE LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-126,2,1..1,Invoice line identifier,,,1,,,,,2,,,,,3,,,,,4,,,,,5,,,,,6,,,,,7,8,9,10
ibt-129,2,1..1,Invoiced quantity,,,16000,,,,,16000,,,,,132,,,,,58,,,,,1,,,,,1,,,,,1,1,1,1
ibt-130,2,1..1,Invoiced quantity unit of measure code,,,KWH,,,,,KWH,,,,,KW,,,,,KW,,,,,MON,,,,,MON,,,,,MON,MON,MON,MON
ibt-131,2,1..1,Invoice line net amount ,,,140.80,,,,,16.16,,,,,167.64,,,,,88.74,,,,,36.75,,,,,56.50,,,,,83.34,190.31,64.21,64.46
ibg-29,2,1..1,PRICE DETAILS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-146,3,1..1,Item net price,,,0.00880,,,,,0.00101,,,,,15.24,,,,,1.53,,,,,441.00,,,,,678.00,,,,,83.34,190.31,64.21,64.46
ibt-149,3,0..1,Item price base quantity,,,1,,,,,1,,,,,12,,,,,1,,,,,12,,,,,12,,,,,1,1,1,1
ibt-150,3,0..1,Item price base quantity unit of measure code,,,KWH,,,,,KWH,,,,,KW,,,,,KW,,,,,MON,,,,,MON,,,,,MON,MON,MON,MON
ibg-30,2,1..n,LINE TAX INFORMATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-151,3,1..1,Invoiced item TAX category code,,,S,,,,,S,,,,,S,,,,,S,,,,,S,,,,,S,,,,,S,S,S,S
ibt-152,3,0..1,Invoiced item TAX rate,,,21,,,,,21,,,,,21,,,,,21,,,,,21,,,,,21,,,,,21,21,21,21
ibt-167,3,0..1,Tax Scheme,,,VAT,,,,,VAT,,,,,VAT,,,,,VAT,,,,,VAT,,,,,VAT,,,,,VAT,VAT,VAT,VAT
ibg-31,2,1..1,ITEM INFORMATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-153,3,1..1,Item name ,,,Getransporteerde kWh's,,,,,Systeemdiensten,,,,,Contract transportvermogen,,,,,Maximaal afgenomen vermogen,,,,,Vastrecht Transportdienst,,,,,Vastrecht Aansluitdienst,,,,,Huur Transformatoren,Huur Schakelinstallaties,Huur Overige Apparaten,Huur Meterdiensten
ibg-32,3,0..n,ITEM ATTRIBUTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibt-160,4,1..1,Item attribute name,,,,contract transportvermogen,transporttarief,netvlak,correctiefactor,,contract transportvermogen,transporttarief,netvlak,correctiefactor,,contract transportvermogen,transporttarief,netvlak,correctiefactor,,contract transportvermogen,transporttarief,netvlak,correctiefactor,,contract transportvermogen,transporttarief,netvlak,correctiefactor,,contract transportvermogen,transporttarief,netvlak,correctiefactor,,,,
ibt-161,4,1..1,Item attribute value ,,,,"132,00 kW",Netvlak MSD Enexis,MS-D,"1,0130",,"132,00 kW",Netvlak MSD Enexis,MS-D,"1,0130",,"132,00 kW",Netvlak MSD Enexis,MS-D,"1,0130",,"132,00 kW",Netvlak MSD Enexis,MS-D,"1,0130",,"132,00 kW",Netvlak MSD Enexis,MS-D,"1,0130",,"132,00 kW",Netvlak MSD Enexis,MS-D,"1,0130",,,,
