						------	------	ibg-01	ibg-04	ibg-07	ibg-16	ibg-16	ibg-16	ibg-16	ibg-39	ibg-23	ibg-23	ibg-22	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25
ibt-003	1	Invoice type code 	請求書タイプコード	1..1	Code		380																																																																																											
ibg-01	1	INVOICE NOTE	請求書注釈	0..n	Group																																																																																													
ibt-021	2	Invoice note subject code	請求書注釈表題コード	0..1	Text			Alle leveringen zijn franco. Alle prijzen zijn incl. BTW. Betalingstermijn: 14 dagen netto. Prijswijzigingen voorbehouden. Op al onze aanbiedingen, leveringen en overeenkomsten zijn van toepassing in de algemene verkoop en leveringsvoorwaarden. Gedeponeerd bij de K.v.K. te Amsterdam 25-04-'85##Delivery terms																																																																																										
ibt-005	1	Invoice currency code	請求書通貨コード	1..1	Code																																																																																													
ibg-14	1	INVOICING PERIOD 	請求期間	0..1	Group																																																																																													
ibg-03	1	PRECEDING INVOICE REFERENCE	先行請求書への参照	0..n	Group																																																																																													
ibg-24	1	ADDITIONAL SUPPORTING DOCUMENTS	添付書類	0..n	Group																																																																																													
ibg-04	1	SELLER	販売者	1..1	Group																																																																																													
ibg-05	2	SELLER POSTAL ADDRESS	販売者の住所	1..1	Group																																																																																													
ibt-035	3	Seller address line 1 	販売者住所欄1	0..1	Text				Postbus 7l																																																																																									
ibt-037	3	Seller city	販売者住所 市区町村	0..1	Text				Velsen-Noord																																																																																									
ibt-038	3	Seller post code	販売者郵便番号	0..1	Text				1950 AB																																																																																									
ibt-040	3	Seller country code 	販売者国コード	1..1	Code				NL																																																																																									
ibg-42	2	SELLER TAX REGISTRATION	販売者VAT登録情報		Group																																																																																													
ibt-031	3	Seller TAX identifier	販売者 TAX ID	0..1	ID				NL8200.98.395.B.01																																																																																									
ibt-031-1	3	Tax Scheme	税スキーマ	0..1	Code				VAT																																																																																									
ibg-40	2	SELLER TAX REGISTRATION	販売者TAX登録情報		Group																																																																																													
ibg-37	2	SELLER LEGAL REGISTRATION	販売者登録情報	0..1	Group																																																																																													
ibt-027	3	Seller name	販売者名称	1..1	Text				De Koksmaat																																																																																									
ibt-030	3	Seller legal registration identifier	販売者国際企業コード	0..1	ID				57151520																																																																																									
ibg-06	2	SELLER CONTACT 	販売者の連絡先	0..1	Group																																																																																													
ibg-07	1	BUYER 	発注者	1..1	Group																																																																																													
ibt-046	2	Buyer identifier 	発注者コード	0..n	ID					10202																																																																																								
ibg-08	2	BUYER POSTAL ADDRESS	発注者の住所	1..1	Group																																																																																													
ibt-050	3	Buyer address line 1 	発注者住所欄1	0..1	Text					POSTBUS 367																																																																																								
ibt-052	3	Buyer city	発注者住所 市区町村	0..1	Text					HEEMSKERK																																																																																								
ibt-053	3	Buyer post code	発注者郵便番号	0..1	Text					1960 AJ																																																																																								
ibt-055	3	Buyer country code 	発注者国コード	1..1	Code					NL																																																																																								
ibg-41	2	BUYER TAX REGISTRATION	発注者税登録情報		Group																																																																																													
ibg-38	2	BUYER LEGAL REGISTRATION	発注者登録情報	0..1	Group																																																																																													
ibt-044	3	Buyer name 	発注者名称	1..1	Text					ODIN 59																																																																																								
ibg-09	2	BUYER CONTACT	発注者の連絡先	0..1	Group																																																																																													
ibt-056	3	Buyer contact point 	発注者連絡先	0..1	Text					Dhr. J BLOKKER																																																																																								
ibg-10	1	PAYEE	支払先	0..1	Group																																																																																													
ibg-11	1	SELLER TAX REPRESENTATIVE PARTY	販売者の納税管理人	0..1	Group																																																																																													
ibg-12	2	SELLER TAX REPRESENTATIVE POSTAL ADDRESS	納税管理人住所	1..1	Group																																																																																													
ibg-43	2	TAX REPRESENTATIVE TAX REGISTRATION	販売者の納税管理人の登録情報		Group																																																																																													
ibg-13	1	DELIVERY INFORMATION	納入先	0..1	Group																																																																																													
ibg-15	2	DELIVER TO ADDRESS	納入先住所	0..1	Group																																																																																													
ibg-16	1	PAYMENT INSTRUCTIONS	支払手段	0..n	Group																																																																																													
ibt-081	2	Payment means type code	支払手段タイプコード	1..1	Code						30		30																																																																																					
ibt-083	2	Remittance information	送金情報	0..n	Text						Deb. 10202 / Fact. 12115118																																																																																							
ibg-17	2	CREDIT TRANSFER 	銀行振込	0..n	Group																																																																																													
ibt-084	3	Payment account identifier	支払先口座番号	1..1	ID							NL57 RABO 0107307510		NL03 INGB 0004489902																																																																																				
ibg-34	3	ADDRESS	支払先住所	0..1	Group																																																																																													
ibg-18	2	PAYMENT CARD INFORMATION	支払カード情報	0..1	Group																																																																																													
ibg-19	2	DIRECT DEBIT 	自動口座引落	0..1	Group																																																																																													
ibg-33	1	INVOICE TERMS	支払条件	0..n	Group																																																																																													
ibg-35	1	PAID AMOUNTS	支払済金額	0..n	Group																																																																																													
ibg-20	1	DOCUMENT LEVEL ALLOWANCES	ドキュメントレベルの返還請求	0..n	Group																																																																																													
ibg-21	1	DOCUMENT LEVEL CHARGES	ドキュメントレベルの追加請求	0..n	Group																																																																																													
ibg-39	1	INVOICE TOTAL TAX	消費税合計金額	0..1	Group																																																																																													
ibt-110	2	Invoice total TAX amount	消費税合計金額	1..1	Amount										20.73																																																																																			
ibt-110-1	3	Currency code	通貨コード	1..1	Code										EUR																																																																																			
ibg-23	1	TAX BREAKDOWN	消費税内訳情報	1..n	Group																																																																																													
ibt-116	2	TAX category taxable amount	課税分類毎の課税基準額	1..1	Amount											183.23	46.37																																																																																	
ibt-116-1	3	Currency code	通貨コード	1..1	Code											EUR	EUR																																																																																	
ibt-117	2	TAX category tax amount	課税分類毎の消費税額	1..1	Amount											10.99	9.74																																																																																	
ibt-117-1	3	Currency code	通貨コード	1..1	Code											EUR	EUR																																																																																	
ibt-118	2	TAX category code 	課税分類コード	1..1	Code											S	S																																																																																	
ibt-119	2	TAX category rate	課税分類毎の税率	0..1	Percent											6	21																																																																																	
ibt-188	2	Tax Scheme	税スキーマ	0..1	Code											VAT	VAT																																																																																	
ibg-22	1	DOCUMENT TOTALS	請求書総合計金額	1..1	Group																																																																																													
ibt-106	2	Sum of Invoice line net amount	明細行金額(税抜)の合計	1..1	Amount													229.60																																																																																
ibt-106-1	3	Currency code	通貨コード	1..1	Code													EUR																																																																																
ibt-109	2	Invoice total amount without TAX	請求書合計金額(税抜)	1..1	Amount													229.60																																																																																
ibt-109-1	3	Currency code	通貨コード	1..1	Code													EUR																																																																																
ibt-112	2	Invoice total amount with TAX	請求書合計金額(税込)	1..1	Amount													250.33																																																																																
ibt-112-1	3	Currency code	通貨コード	1..1	Code													EUR																																																																																
ibt-115	2	Amount due for payment	未払金額	1..1	Amount													250.33																																																																																
ibt-115-1	3	Currency code	通貨コード	1..1	Code													EUR																																																																																
ibg-25	1	INVOICE LINE	明細行	1..n	Group																																																																																													
ibt-126	2	Invoice line identifier	明細行番号	1..1	ID														1				11				12				13				14				15				16				17				18				19				20				2				3				4				5				6				7				8				9				10			
ibt-129	2	Invoiced quantity	請求済数量	1..1	Quantity														2				2				1				2				1				1				2				2				1				6				6				1				1				2				1				1				1				1				3				1			
ibt-130	2	Invoiced quantity unit of measure code	請求済数量の数量単位コード	1..1	Code														EA				EA				EA				EA				EA				EA				EA				EA				EA				EA				EA				EA				EA				EA				EA				EA				EA				EA				EA				EA			
ibt-131	2	Invoice line net amount 	明細行金額(税抜)	1..1	Amount														19.90				16.58				9.95				3.30				10.80				3.90				7.60				9.34				18.63				102.12				-109.98				9.85				8.29				14.46				35.00				35.00				10.65				1.55				14.37				8.29			
ibt-131-1	3	Currency code	通貨コード	1..1	Code														EUR				EUR				EUR				EUR				EUR				EUR				EUR				EUR				EUR				EUR				EUR				EUR				EUR				EUR				EUR				EUR				EUR				EUR				EUR				EUR			
ibg-26	2	INVOICE LINE PERIOD	明細行の期間	0..1	Group																																																																																													
ibg-36	2	Referenced purchase order line reference	発注明細行参照	0..1	Group																																																																																													
ibg-27	2	INVOICE LINE ALLOWANCES	明細行の返還請求	0..n	Group																																																																																													
ibg-28	2	INVOICE LINE CHARGES	明細行の追加請求	0..n	Group																																																																																													
ibg-31	2	ITEM INFORMATION	品目情報	1..1	Group																																																																																													
ibt-153	3	Item name 	品名	1..1	Text															PATAT FRITES 10MM 10KG				CHIPS PAP KLEINE ZAKJES				TR KL PAKJES APPELSAP				PK CHOCOLADEMEL				KRAT BIER				STATIEGELD				BLEEK 3 X 750 ML				WC PAPIER				BALPENNEN 50 ST BLAUW				EM FRITUURVET				FRITUUR VET 10 KG RETOUR				PKAAS 50PL. JONG BEL. 1KG				POT KETCHUP 3 LT				FRITESSAUS 3 LRR				KOFFIE BLIK 3,5KG SNELF				KOFFIE 3.5 KG BLIK STAND				SUIKERKLONT				1 KG UL BLOKJES				BLOCKNOTE A5				CHIPS NAT KLEIN ZAKJES		
ibt-155	3	Item Seller's identifier	販売者による品目識別子	0..1	ID															166022				740829				740828				740827				999996				999995				102172				999994				999993				999992				175137				661813				438146				438103				666955				664871				350257				350258				999998				740810		
ibg-30	2	LINE TAX INFORMATION	明細行税額情報	1..n	Group																																																																																													
ibt-151	3	Invoiced item TAX category code	請求される品目に対する課税分類コード	1..1	Code																S				S				S				S				S				S				S				S				S				S				S				S				S				S				S				S				S				S				S				S	
ibt-152	3	Invoiced item TAX rate	請求される品目に対する税率	0..1	Percent																6				6				6				6				21				6				21				21				21				6				6				6				6				6				6				6				6				6				6				6	
ibt-167	3	Tax Scheme	税スキーマ	0..1	Code																VAT				VAT				VAT				VAT				VAT				VAT				VAT				VAT				VAT				VAT				VAT				VAT				VAT				VAT				VAT				VAT				VAT				VAT				VAT				VAT	
ibg-32	2	ITEM ATTRIBUTES	品目属性	0..n	Group																																																																																													
ibg-29	2	PRICE DETAILS	取引価格詳細	1..1	Group																																																																																													
ibt-146	3	Item net price	品目単価(割引後)(税抜)	1..1	Unit																	9.95				8.29				9.95				1.65				10.80				3.90				3.80				4.67				18.63				17.02				18.33				9.85				8.29				7.23				35.00				35.00				10.65				1.55				4.79				8.29
ibt-146-1	4	Currency code	通貨コード	1..1	Code																	EUR				EUR				EUR				EUR				EUR				EUR				EUR				EUR				EUR				EUR				EUR				EUR				EUR				EUR				EUR				EUR				EUR				EUR				EUR				EUR
