						------	ibg-01	ibg-14	ibg-24	ibg-04	ibg-07	ibg-13	ibg-16	ibg-16	ibg-33	ibg-39	ibg-23	ibg-22	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25	ibg-25
ibg-10	1	PAYEE	支払先	0..1	Group																																																																													
ibg-11	1	SELLER TAX REPRESENTATIVE PARTY	販売者の納税管理人	0..1	Group																																																																													
ibg-12	2	SELLER TAX REPRESENTATIVE POSTAL ADDRESS	納税管理人住所	1..1	Group																																																																													
ibg-43	2	TAX REPRESENTATIVE TAX REGISTRATION	販売者の納税管理人の登録情報		Group																																																																													
ibg-13	1	DELIVERY INFORMATION	納入先	0..1	Group																																																																													
ibg-15	2	DELIVER TO ADDRESS	納入先住所	0..1	Group																																																																													
ibt-075	3	Deliver to address line 1 	納入先住所欄1	0..1	Text							Bedrijfslaan 4,																																																																						
ibt-077	3	Deliver to city	納入先住所 市区町村	0..1	Text							ONDERNEMERSTAD																																																																						
ibt-078	3	Deliver to post code	納入先郵便番号	0..1	Text							9999 XX																																																																						
ibt-080	3	Deliver to country code 	納入先国コード	1..1	Code							NL																																																																						
ibg-16	1	PAYMENT INSTRUCTIONS	支払手段	0..n	Group																																																																													
ibt-081	2	Payment means type code	支払手段タイプコード	1..1	Code								30																																																																					
ibt-083	2	Remittance information	送金情報	0..n	Text								1100512149																																																																					
ibg-17	2	CREDIT TRANSFER 	銀行振込	0..n	Group																																																																													
ibt-084	3	Payment account identifier	支払先口座番号	1..1	ID									NL28RBOS0420242228																																																																				
ibg-34	3	ADDRESS	支払先住所	0..1	Group																																																																													
ibg-18	2	PAYMENT CARD INFORMATION	支払カード情報	0..1	Group																																																																													
ibg-19	2	DIRECT DEBIT 	自動口座引落	0..1	Group																																																																													
ibg-33	1	INVOICE TERMS	支払条件	0..n	Group																																																																													
ibt-020	2	Payment terms	支払条件	0..1	Text										"Enexis brengt wettelijke rente in rekening over te laat betaalde
            facturen. Kijk voor informatie op www.enexis.nl/rentenota"																																																																			
ibg-35	1	PAID AMOUNTS	支払済金額	0..n	Group																																																																													
ibg-20	1	DOCUMENT LEVEL ALLOWANCES	ドキュメントレベルの返還請求	0..n	Group																																																																													
ibg-21	1	DOCUMENT LEVEL CHARGES	ドキュメントレベルの追加請求	0..n	Group																																																																													
ibg-39	1	INVOICE TOTAL TAX	消費税合計金額	0..1	Group																																																																													
ibt-110	2	Invoice total TAX amount	消費税合計金額	1..1	Amount											190.87																																																																		
ibt-110-1	3	Currency code	通貨コード	1..1	Code											EUR																																																																		
ibg-23	1	TAX BREAKDOWN	消費税内訳情報	1..n	Group																																																																													
ibt-116	2	TAX category taxable amount	課税分類毎の課税基準額	1..1	Amount												908.91																																																																	
ibt-116-1	3	Currency code	通貨コード	1..1	Code												EUR																																																																	
ibt-117	2	TAX category tax amount	課税分類毎の消費税額	1..1	Amount												190.87																																																																	
ibt-117-1	3	Currency code	通貨コード	1..1	Code												EUR																																																																	
ibt-118	2	TAX category code 	課税分類コード	1..1	Code												S																																																																	
ibt-119	2	TAX category rate	課税分類毎の税率	0..1	Percent												21																																																																	
ibt-188	2	Tax Scheme	税スキーマ	0..1	Code												VAT																																																																	
ibg-22	1	DOCUMENT TOTALS	請求書総合計金額	1..1	Group																																																																													
ibt-106	2	Sum of Invoice line net amount	明細行金額(税抜)の合計	1..1	Amount													908.91																																																																
ibt-106-1	3	Currency code	通貨コード	1..1	Code													EUR																																																																
ibt-109	2	Invoice total amount without TAX	請求書合計金額(税抜)	1..1	Amount													908.91																																																																
ibt-109-1	3	Currency code	通貨コード	1..1	Code													EUR																																																																
ibt-112	2	Invoice total amount with TAX	請求書合計金額(税込)	1..1	Amount													1099.78																																																																
ibt-112-1	3	Currency code	通貨コード	1..1	Code													EUR																																																																
ibt-115	2	Amount due for payment	未払金額	1..1	Amount													1099.78																																																																
ibt-115-1	3	Currency code	通貨コード	1..1	Code													EUR																																																																
ibg-25	1	INVOICE LINE	明細行	1..n	Group																																																																													
ibt-126	2	Invoice line identifier	明細行番号	1..1	ID														1								2								3								4								5								6								7				8				9				10			
ibt-129	2	Invoiced quantity	請求済数量	1..1	Quantity														16000								16000								132								58								1								1								1				1				1				1			
ibt-130	2	Invoiced quantity unit of measure code	請求済数量の数量単位コード	1..1	Code														KWH								KWH								KW								KW								MON								MON								MON				MON				MON				MON			
ibt-131	2	Invoice line net amount 	明細行金額(税抜)	1..1	Amount														140.80								16.16								167.64								88.74								36.75								56.50								83.34				190.31				64.21				64.46			
ibt-131-1	3	Currency code	通貨コード	1..1	Code														EUR								EUR								EUR								EUR								EUR								EUR								EUR				EUR				EUR				EUR			
ibg-26	2	INVOICE LINE PERIOD	明細行の期間	0..1	Group																																																																													
ibg-36	2	Referenced purchase order line reference	発注明細行参照	0..1	Group																																																																													
ibg-27	2	INVOICE LINE ALLOWANCES	明細行の返還請求	0..n	Group																																																																													
ibg-28	2	INVOICE LINE CHARGES	明細行の追加請求	0..n	Group																																																																													
ibg-30	2	LINE TAX INFORMATION	明細行税額情報	1..n	Group																																																																													
ibt-151	3	Invoiced item TAX category code	請求される品目に対する課税分類コード	1..1	Code																S								S								S								S								S								S								S				S				S				S	
ibt-152	3	Invoiced item TAX rate	請求される品目に対する税率	0..1	Percent																21								21								21								21								21								21								21				21				21				21	
ibt-167	3	Tax Scheme	税スキーマ	0..1	Code																VAT								VAT								VAT								VAT								VAT								VAT								VAT				VAT				VAT				VAT	
ibg-31	2	ITEM INFORMATION	品目情報	1..1	Group																																																																													
ibt-153	3	Item name 	品名	1..1	Text															Getransporteerde kWh’s								Systeemdiensten								Contract transportvermogen								Maximaal afgenomen vermogen								Vastrecht Transportdienst								Vastrecht Aansluitdienst								Huur Transformatoren				Huur Schakelinstallaties				Huur Overige Apparaten				Huur Meterdiensten		
ibg-32	2	ITEM ATTRIBUTES	品目属性	0..n	Group																																																																													
ibt-160	3	Item attribute name	品目属性名	1..1	Text																	contract transportvermogen	transporttarief	netvlak	correctiefactor					contract transportvermogen	transporttarief	netvlak	correctiefactor					contract transportvermogen	transporttarief	netvlak	correctiefactor					contract transportvermogen	transporttarief	netvlak	correctiefactor					contract transportvermogen	transporttarief	netvlak	correctiefactor					contract transportvermogen	transporttarief	netvlak	correctiefactor																	
ibt-161	3	Item attribute value 	品目属性値	1..1	Text																	132,00 kW	Netvlak MSD Enexis	MS-D	1,0130					132,00 kW	Netvlak MSD Enexis	MS-D	1,0130					132,00 kW	Netvlak MSD Enexis	MS-D	1,0130					132,00 kW	Netvlak MSD Enexis	MS-D	1,0130					132,00 kW	Netvlak MSD Enexis	MS-D	1,0130					132,00 kW	Netvlak MSD Enexis	MS-D	1,0130																	
ibg-29	2	PRICE DETAILS	取引価格詳細	1..1	Group																																																																													
ibt-146	3	Item net price	品目単価(割引後)(税抜)	1..1	Unit																					0.00880								0.00101								15.24								1.53								441.00								678.00				83.34				190.31				64.21				64.46
ibt-146-1	4	Currency code	通貨コード	1..1	Code																					EUR								EUR								EUR								EUR								EUR								EUR				EUR				EUR				EUR				EUR
ibt-149	3	Item price base quantity	品目単価基準数量	0..1	Quantity																					1								1								12								1								12								12				1				1				1				1
ibt-150	3	Item price base quantity unit of measure code	品目単価基準数量の数量単位コード	0..1	Code																					KWH								KWH								KW								KW								MON								MON				MON				MON				MON				MON
