EN_Parent,EN_ID,EN_Level,EN_Card,EN_BT,EN_Desc,EN_DT,CII_Path,CII_Type,CII_Card,CII_Match,CII_Rules
root,BT-15,1,0..1,Receiving advice reference,An identifier of a referenced receiving advice.,0,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ReceivingAdviceReferencedDocument/ram:IssuerAssignedID,E,0..1,,
root,BT-16,1,0..1,Despatch advice reference,An identifier of a referenced despatch advice.,0,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:DespatchAdviceReferencedDocument/ram:IssuerAssignedID,E,0..1,,
root,BT-17,1,0..1,Tender or lot reference,The identification of the call for tender or lot the invoice relates to.,0,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:AdditionalReferencedDocument/ram:IssuerAssignedID,E,0..1,,"Use for ""Tender or lot reference with TypeCode ""50"""
root,BT-17,1,0..1,Tender or lot reference,The identification of the call for tender or lot the invoice relates to.,0,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:AdditionalReferencedDocument/ram:TypeCode,E,0..1,,"Use for ""Tender or lot reference "" with TypeCode ""50"""
root,BT-18,1,0..1,Invoiced object identifier,The identification of the call for tender or lot the invoice relates to.,I,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:AdditionalReferencedDocument/ram:IssuerAssignedID,E,0..1,CAR-2,"Use for ""Invoiced object identifier "" with TypeCode ""130"" and Reference TypeCode"
root,BT-18,1,0..1,Invoiced object identifier,The identification of the call for tender or lot the invoice relates to.,I,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:AdditionalReferencedDocument/ram:TypeCode,E,0..1,CAR-2,"Use for ""Invoiced object identifier "" with TypeCode ""130"" and Reference TypeCode"
BT-18,BT-18-1,2,0..1,Scheme identifier,The identification scheme identifier of the Invoiced object identifier.,S,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:AdditionalReferencedDocument/ram:ReferenceTypeCode,E,0..1,,
root,BT-19,1,0..1,Buyer accounting reference,A textual value that specifies where to book the relevant data into the Buyer's financial accounts.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ReceivableSpecifiedTradeAccountingAccount/ram:ID,E,1..1,CAR-2,
root,BT-20,1,0..1,Payment terms,A textual description of the payment terms that apply to the amount due for payment (Including description of possible  penalties).,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradePaymentTerms/ram:Description,E,0..n,CAR-3,
root,BG-1,1,0..n,INVOICE NOTE,"A group of business terms providing textual notes that are relevant for the invoice, together with an indication of the note subject.",,/rsm:CrossIndustryInvoice/rsm:ExchangedDocument/ram:IncludedNote,E,0..n,,
BG-1,BT-21,2,0..1,Invoice note subject code,The subject of the following textual note.,C,/rsm:CrossIndustryInvoice/rsm:ExchangedDocument/ram:IncludedNote/ram:SubjectCode,E,0..1,,
BG-1,BT-22,2,1..1,Invoice note,A textual note that gives unstructured information that is relevant to the Invoice as a whole.,T,/rsm:CrossIndustryInvoice/rsm:ExchangedDocument/ram:IncludedNote/ram:Content,E,0..n,CAR-3,
root,BG-2,1,1..1,PROCESS CONTROL,A group of business terms providing information on the business process and rules applicable to the,,/rsm:CrossIndustryInvoice/rsm:ExchangedDocumentContext,E,1..1,,
BG-2,BT-23,2,0..1,Business process type,"Identifies the business process context in which the transaction appears, to enable the Buyer to process the Invoice in an appropriate way.",T,/rsm:CrossIndustryInvoice/rsm:ExchangedDocumentContext/ram:BusinessProcessSpecifiedDocumentContextParameter/ram:ID,E,0..1,,
BG-2,BT-24,2,1..1,Specificati on identifier,"An identification of the specification containing the total set of rules regarding semantic content, cardinalities and business rules to which the data contained in the instance document conforms.",I,/rsm:CrossIndustiyInvoice/rsm:ExchangedDocumentContext/ram:GuidelineSpecifiedDocumentContextParameter/ram:ID,E,0..1,"CAR-2, CAR-3",
root,BG-3,1,0..n,PRECEDING INVOICE REFERENCE,A group of business terms providing information on one or more preceding Invoices.,,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:InvoiceReferencedDocument,E,0..1,,
BG-3,BT-25,2,1..1,Preceding Invoice number,The identification of an Invoice that was previously sent by the Seller.,0,/rsm:CrossIndustiyInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:InvoiceReferencedDocument/ram:IssuerAssignedID,,0..1,CAR-2,
BG-3,BT-26,2,0..1,Preceding Invoice issue date,The date when the Preceding Invoice was issued.,D,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:InvoiceReferencedDocument/ram:FormattedIssueDateTime/qdt:DateTimeString,E,1..1,,
BG-3,BT-26-1,3,0..1,Preceding Invoice issue date,The date when the Preceding Invoice was issued.,D,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:InvoiceReferencedDocument/ram:FormattedIssueDateTime/qdt:DateTimeString/@format,A,,,"Fixed value ""102"""
root,BG-4,1,1..1,SELLER,A group of business terms providing information about the Seller.,,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ramiSellerTradeParty,E,0..1,,
BG-4,BT-27,2,1..1,Seller name,The full formal name by which the Seller is registered in the national registry of legal entities or as a Taxable person or otherwise trades as a person or persons.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:Name,E,0..1,CAR-2,
BG-4,BT-28,2,0..1,Seller trading name,"A name by which the Seller is known, other than Seller name (also known as Business name).",T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:SpecifiedLegalOrganization/ram:TradingBusinessName,E,0..1,,
BG-4,BT-29,2,0..n,Seller identifier,An identification of the Seller.,I,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:ID,E,0..n,"SYN-1, CAR-3","GloabllD, if global identifier exists and can be stated in @scheme ID, ID else"
BG-4,BT-29,2,0..n,Seller identifier,An identification of the Seller.,I,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:GlobalID,E,0..n,"SYN-1, CAR-3","GloabllD, if global identifier exists and can be stated in @scheme ID, ID else"
BT-29,BT-29-1,3,0..1,Seller identifier identificati on scheme identifier,The identification scheme identifier of the Seller identifier.,S,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SeIlerTradeParty/ram:GlobalID/@schemeID,A,,,
BG-4,BT-30,2,0..1,Seller legal registration identifier,An identifier issued by an official registrar that identifies the Seller as a legal entity or person.,I,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:SpecifiedLegalOrganization/ram:ID,E,0..1,,
BT-30,BT-30-1,3,0..1,Seller legal registration identifier identificati on scheme identifier,The identification scheme identifier of the Seller legal registration identifier.,S,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:SpecifiedLegalOrganization/ram:ID/@schemeID,A,,,
BG-4,BT-31,2,0..1,Seller VAT identifier,The Seller's VAT identifier (also known as Seller VAT identification number).,I,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:SpecifiedTaxRegistration/ram:ID,E,0..1,,"@scheme ID = ""VA"""
BG-4,BT-32,2,0..1,Seller tax registration identifier,The local identification (defined by the Seller's address) of the Seller for tax purposes or a reference that enables the Seller to state his registered tax status.,I,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:SpecifiedTaxRegistration/ram:ID,E,0..1,,"@scheme ID =""FC"""
BG-4,BT-33,2,0..1,Seller additional legal information,Additional information relevant for Seller.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SelleiTradeParty/ram:Description,E,0..n,CAR-3,
BG-4,BT-34,2,0..1,Seller electronic address,Identifies the Seller's electronic address to which a business document may be delivered.   ,I,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:URIUniversalCommunication/ram:URIID,E,0..1,CAR-3,
BT-34,BT-34-1,3,1..1,Seller electronic address identificati on scheme identifier,The identification scheme identifier of the Seller electronic address,S,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:URIUniversalCommunication/ram:URIID/@schemeID,A,,,
root,BG-5,2,1..1,SELLER POSTAL ADDRESS,A group of business terms providing information about the address of the Seller.,,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:PostalTradeAddress,E,0..1,,
BG-5,BT-35,3,0..1,Seller address line 1,The main address line in an address.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:PostalTradeAddress/ram:LineOne,E,0..1,,
BG-5,BT-36,3,0..1,Seller address line 2,An additional address line in an address that can be used to give further details supplementing the main line.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:PostalTradeAddress/ram:LineTwo,E,0..1,,
BG-5,BT-162,3,0..1,Seller address line 3,An additional address line in an address that can be used to give further details supplementing the main line.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:PostalTradeAddress/ram:LineThree,E,0..1,,
BG-5,BT-37,3,0..1,Seller city,"The common name of the city, town or village, where the Seller address is located.",T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:PostalTradeAddress/ram:CityName,E,0..1,,
BG-5,BT-38,3,0..1,Seller post code,The identifier for an addressable group of properties according to the relevant postal service.,T,/rsm:CrossIndustryInvoice/rsm:Supp]yChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:PostalTradeAddress/ram:PostcodeCode,E,0..1,,
BG-5,BT-39,3,0..1,Seller country subdivision,The subdivision of a country.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:PostalTradeAddress/ram:CountrySubDivisionName,E,0..n,CAR-3,
BG-5,BT-40,3,1..1,Seller country code,A code identifies country.,C,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:PostalTradeAddress/ram:CountryID,E,0..1,,
root,BG-6,2,0..1,SELLER CONTACT,A group of business terms providing contact information about the Seller.s,,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SeIlerTradeParty/ram:DefinedTradeContact,E,0..n,CAR-3,
BG-6,BT-41,3,0..1,Seller contact point,A contact point for a legal entity or person.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:DefinedTradeContact/ram:PersonName,E,0..1,STR-5,
BG-6,BT-41,3,0..1,Seller contact point,A contact point for a legal entity or person.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:DefinedTradeContact/ram:DepartmentName,E,0..1,STR-5,
BG-6,BT-42,3,0..1,Seller contact telephone number,A phone number for the contact point.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:DefinedTradeContact/ram:TelephoneUniversalCommunication/ram:CompleteNumber,E,0..1,,
BG-6,BT-43,3,0..1,Seller contact email address,An e-mail address for the contact point.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:DefinedTradeContact/ram:EmailURIUniversalCommunication/ram:URIID,E,0..1,,
root,BG-7,1,1..1,BUYER,A group of business terms providing information about the Buyer.,,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty,E,0..1,,
BG-7,BT-44,2,1..1,Buyer name,The full name of the Buyer.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:Name,E,0..1,CAR-2,
BG-7,BT-45,2,0..1,Buyer trading name,"A name by which the Buyer is known, other than Buyer name (also known as Business name).",T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:SpecifiedLegalOrganization/ram:TradingBusinessName,,0..1,,
BG-7,BT-46,2,0..n,Buyer identifier,An identifier of the Buyer.,I,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:ID,E,0..1,"SYN-1, CAR-3","GloballD, if global identifier exists and can be stated in @scheme ID, ID else"
BG-7,BT-46,2,0..n,Buyer identifier,An identifier of the Buyer.,I,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:Globa1ID,E,0..1,"SYN-1, CAR-3","GloballD, if global identifier exists and can be stated in @scheme ID, ID else"
BT-46,BT-46-1,3,0..1,Buyer identifier identificati on scheme identifier,The identification scheme identifier of the Buyer identifier.,S,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:GlobaHD/@schemeID,A,,,
BG-7,BT-47,2,0..1,Buyer legal registration identifier,An identifier issued by an official registrar that identifies the Buyer as a legal entity or person.,I,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:SpecifiedLegalOrganization/ram:ID,E,0..1,,
BT-47,BT-47-1,3,0..1,Buyer legal registration identifier identification  scheme identifier,The identification scheme identifier of the Buyer legal registration identifier.,S,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:SpecifiedLegalOrganization/ram:ID/@schemeID,A,,,
BG-7,BT-48,2,0..1,Buyer VAT identifier,The Buyer's VAT identifier (also known as Buyer VAT identification number).,I,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:SpecifiedTaxRegistration/ram:ID,E,0..1,,"@scheme ID = ""VA"""
BG-7,BT-49,2,0..1,Buyer electronic address,Identifies the Buyer's electronic address to which a business document should be delivered.,I,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:URIUniversalCommunication/ram:URIID,E,0..1,CAR-3,
BT-49,BT-49-1,3,1..1,Buyer electronic address identificati on scheme  identifier,The identification scheme identifier of the Buyer electronic address.,S,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicabIeHeaderTradeAgreement/ram:BuyerTradeParty/ram:URIUniversalCommunication/ram:URIID/@schemeID,A,,,
root,BG-8,2,1..1,BUYER POSTAL ADDRESS,A group of business terms providing information about the postal address for the Buyer.,,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:PostaITradeAddress,E,0..1,,
BG-8,BT-50,3,0..1,Buyer address line 1,The main address line in an address.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:Posta!TradeAddress/ram:LineOne,E,0..1,,
BG-8,BT-51,3,0..1,Buyer address line 2,An additional address line in an address that can be used to give further details supplementing the main line.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:Posta!TradeAddress/ram:LineTwo,E,0..1,,
BG-8,BT-163,3,0..1,Buyer address line 3,An additional address line in an address that can be used to give further details supplementing the main line.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:Posta!TradeAddress/ram:LineThree,E,0..1,,
BG-8,BT-52,3,0..1,Buyer city,"The common name of the city, town or village, where the Buyer's address is located.   ",T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:Posta!TradeAddress/ram:CityName,E,0..1,,
BG-8,BT-53,3,0..1,Buyer post code,The identifier for an addressable group of properties according to the relevant postal service.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:Posta!TradeAddress/ram:PostcodeCode,E,0..1,,
BG-8,BT-54,3,0..1,Buyer country subdivision,The subdivision of a country.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:PostalTradeAddress/ram:CountrySubDivisionName,E,0..n,CAR-3,
BG-8,BT-55,3,1..1,Buyer country code,A code identifies country.,C,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:PostalTradeAddress/ram:CountryID,E,0..1,,
root,BG-9,2,0..1,BUYER CONTACT,A group of business terms providing contact information relevant for the Buyer.,,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram;ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:DefinedTradeContact,E,0..n,CAR-3,
BG-9,BT-56,3,0..1,Buyer contact point,A contact point for a legal entity or person.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:DefinedTradeContact/ram:PersonName,E,0..1,STR-5,
BG-9,BT-56,3,0..1,Buyer contact point,A contact point for a legal entity or person.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:DefinedTradeContact/ram:DepartmentName,E,0..1,STR-5,
BG-9,BT-57,3,0..1,Buyer contact telephone number,A phone number for the contact point.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:DefinedTradeContact/ram:TelephoneUniversalCommunication/ram:CompleteNumber,E,0..1,,
BG-9,BT-58,3,0..1,Buyer contact email address,An e-mail address for the contact point.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicabIeHeaderTradeAgreement/ram:BuyerTradeParty/ram:DefinedTradeContact/ram:EmailURIUniversalCommunication/ram:URIID,E,0..1,,
root,BG-10,1,0..1,PAYEE,"A group of business terms providing information about the Payee, i.e. the role that receives the payment",,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ramiPayeeTradeParty,E,0..1,,
BG-10,BT-59,2,1..1,Payee name,The name Payee.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettIement/ram:PayeeTradeParty/ram:Name,E,0..1,,
BG-10,BT-60,2,0..1,Payee identifier,An identifier for the Payee.,I,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:PayeeTradeParty/ram:ID,E,0..n,"SYN-1, CAR-3","GloballD, if global identifier exists and can be stated in @scheme ID, ID else"
BG-10,BT-60,2,0..1,Payee identifier,An identifier for the Payee.,I,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:PayeeTradeParty/ram:GlobalID,E,0..n,"SYN-1, CAR-3","GloballD, if global identifier exists and can be stated in @scheme ID, ID else"
BT-60,BT-60-1,3,0..1,Payee identifier identificati on scheme identifier,The identification scheme identifier of the Payee identifier.,S,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:PayeeTradeParty/ram:GlobalID/@schemeID,A,,,
BG-10,BT-61,2,0..1,Payee legal registration identifier,An identifier issued by an official registrar that identifies the Payee as a legal entity or person.,I,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:PayeeTradeParty/ram:SpecifiedLegalOrganization/ram:ID,E,0..1,,
BT-61,BT-61-1,3,0..1,Payee legal registration identifier identificati on scheme identifier,The identification scheme identifier of the Payee legal registration identifier.,S,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:PayeeTradeParty/ram:SpecifiedLegalOrganization/ram:ID/@schemeID,A,,,
root,BG-11,1,0..1,SELLER TAX REPRESENTATIVE PARTY   ,A group of business terms providing information about the Seller's tax representative.,,/rsm:CrossIndustryInvoice/rsm:SuppIyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTaxRepresentativeTradeParty,,0..1,,
BG-11,BT-62,2,1..1,Seller tax representative name,The full name i Seller's representative party.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTaxRepresentativeTradeParty/ram:Name,E,0..1,,
BG-11,BT-63,2,1..1,Seller tax representative VAT identifier,The VAT identifier of the Seller's tax representative party.,I,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTaxRepresentativeTradeParty/ram:SpecifiedTaxRegistration/ram:ID,E,0..1,CAR-3,"@scheme ID = ""VA"""
