seq	level	ref	datatype	occurrence	XPath
1470	4	cbc:FormatCode	Code	0..1	/Statement/cac:AdditionalDocumentReference/cac:Attachment/cac:ExternalReference/cbc:FormatCode
1480	4	cbc:EncodingCode	Code	0..1	/Statement/cac:AdditionalDocumentReference/cac:Attachment/cac:ExternalReference/cbc:EncodingCode
1490	4	cbc:CharacterSetCode	Code	0..1	/Statement/cac:AdditionalDocumentReference/cac:Attachment/cac:ExternalReference/cbc:CharacterSetCode
1500	4	cbc:FileName	Name	0..1	/Statement/cac:AdditionalDocumentReference/cac:Attachment/cac:ExternalReference/cbc:FileName
1510	4	cbc:Description	Text	0..n	/Statement/cac:AdditionalDocumentReference/cac:Attachment/cac:ExternalReference/cbc:Description
1520	2	cac:ValidityPeriod	PeriodType	0..1	/Statement/cac:AdditionalDocumentReference/cac:ValidityPeriod
1530	3	cbc:StartDate	Date	0..1	/Statement/cac:AdditionalDocumentReference/cac:ValidityPeriod/cbc:StartDate
1540	3	cbc:StartTime	Time	0..1	/Statement/cac:AdditionalDocumentReference/cac:ValidityPeriod/cbc:StartTime
1550	3	cbc:EndDate	Date	0..1	/Statement/cac:AdditionalDocumentReference/cac:ValidityPeriod/cbc:EndDate
1560	3	cbc:EndTime	Time	0..1	/Statement/cac:AdditionalDocumentReference/cac:ValidityPeriod/cbc:EndTime
1570	3	cbc:DurationMeasure	Measure	0..1	/Statement/cac:AdditionalDocumentReference/cac:ValidityPeriod/cbc:DurationMeasure
1580	3	cbc:DescriptionCode	Code	0..n	/Statement/cac:AdditionalDocumentReference/cac:ValidityPeriod/cbc:DescriptionCode
1590	3	cbc:Description	Text	0..n	/Statement/cac:AdditionalDocumentReference/cac:ValidityPeriod/cbc:Description
1600	2	cac:IssuerParty	PartyType	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty
1610	3	cbc:MarkCareIndicator	Indicator	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cbc:MarkCareIndicator
1620	3	cbc:MarkAttentionIndicator	Indicator	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cbc:MarkAttentionIndicator
1630	3	cbc:WebsiteURI	Identifier	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cbc:WebsiteURI
1640	3	cbc:LogoReferenceID	Identifier	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cbc:LogoReferenceID
1650	3	cbc:EndpointID	Identifier	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cbc:EndpointID
1660	3	cbc:IndustryClassificationCode	Code	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cbc:IndustryClassificationCode
1670	3	cac:PartyIdentification	PartyIdentificationType	0..n	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyIdentification
1680	4	cbc:ID	Identifier	1..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyIdentification/cbc:ID
1690	3	cac:PartyName	PartyNameType	0..n	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyName
1700	4	cbc:Name	Name	1..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyName/cbc:Name
1710	3	cac:Language	LanguageType	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:Language
1720	4	cbc:ID	Identifier	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:Language/cbc:ID
1730	4	cbc:Name	Name	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:Language/cbc:Name
1740	4	cbc:LocaleCode	Code	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:Language/cbc:LocaleCode
1750	3	cac:PostalAddress	AddressType	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress
1760	4	cbc:ID	Identifier	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:ID
1770	4	cbc:AddressTypeCode	Code	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:AddressTypeCode
1780	4	cbc:AddressFormatCode	Code	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:AddressFormatCode
1790	4	cbc:Postbox	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:Postbox
1800	4	cbc:Floor	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:Floor
1810	4	cbc:Room	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:Room
1820	4	cbc:StreetName	Name	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:StreetName
1830	4	cbc:AdditionalStreetName	Name	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:AdditionalStreetName
1840	4	cbc:BlockName	Name	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:BlockName
1850	4	cbc:BuildingName	Name	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:BuildingName
1860	4	cbc:BuildingNumber	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:BuildingNumber
1870	4	cbc:InhouseMail	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:InhouseMail
1880	4	cbc:Department	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:Department
1890	4	cbc:MarkAttention	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:MarkAttention
1900	4	cbc:MarkCare	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:MarkCare
1910	4	cbc:PlotIdentification	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:PlotIdentification
1920	4	cbc:CitySubdivisionName	Name	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:CitySubdivisionName
1930	4	cbc:CityName	Name	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:CityName
1940	4	cbc:PostalZone	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:PostalZone
1950	4	cbc:CountrySubentity	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:CountrySubentity
1960	4	cbc:CountrySubentityCode	Code	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:CountrySubentityCode
1970	4	cbc:Region	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:Region
1980	4	cbc:District	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:District
1990	4	cbc:TimezoneOffset	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:TimezoneOffset
2000	4	cac:AddressLine	AddressLineType	0..n	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cac:AddressLine
2010	5	cbc:Line	Text	1..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cac:AddressLine/cbc:Line
2020	4	cac:Country	CountryType	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cac:Country
2030	5	cbc:IdentificationCode	Code	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cac:Country/cbc:IdentificationCode
2040	5	cbc:Name	Name	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cac:Country/cbc:Name
2050	4	cac:LocationCoordinate	LocationCoordinateType	0..n	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cac:LocationCoordinate
2060	5	cbc:CoordinateSystemCode	Code	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cac:LocationCoordinate/cbc:CoordinateSystemCode
2070	5	cbc:LatitudeDegreesMeasure	Measure	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cac:LocationCoordinate/cbc:LatitudeDegreesMeasure
2080	5	cbc:LatitudeMinutesMeasure	Measure	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cac:LocationCoordinate/cbc:LatitudeMinutesMeasure
2090	5	cbc:LatitudeDirectionCode	Code	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cac:LocationCoordinate/cbc:LatitudeDirectionCode
2100	5	cbc:LongitudeDegreesMeasure	Measure	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cac:LocationCoordinate/cbc:LongitudeDegreesMeasure
2110	5	cbc:LongitudeMinutesMeasure	Measure	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cac:LocationCoordinate/cbc:LongitudeMinutesMeasure
2120	5	cbc:LongitudeDirectionCode	Code	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cac:LocationCoordinate/cbc:LongitudeDirectionCode
2130	5	cbc:AltitudeMeasure	Measure	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cac:LocationCoordinate/cbc:AltitudeMeasure
2140	3	cac:PhysicalLocation	LocationType	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation
2150	4	cbc:ID	Identifier	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:ID
2160	4	cbc:Description	Text	0..n	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:Description
2170	4	cbc:Conditions	Text	0..n	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:Conditions
2180	4	cbc:CountrySubentity	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:CountrySubentity
2190	4	cbc:CountrySubentityCode	Code	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:CountrySubentityCode
2200	4	cbc:LocationTypeCode	Code	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:LocationTypeCode
2210	4	cbc:InformationURI	Identifier	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:InformationURI
2220	4	cbc:Name	Name	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:Name
2230	4	cac:ValidityPeriod	PeriodType	0..n	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:ValidityPeriod
2240	5	cbc:StartDate	Date	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:ValidityPeriod/cbc:StartDate
2250	5	cbc:StartTime	Time	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:ValidityPeriod/cbc:StartTime
2260	5	cbc:EndDate	Date	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:ValidityPeriod/cbc:EndDate
2270	5	cbc:EndTime	Time	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:ValidityPeriod/cbc:EndTime
2280	5	cbc:DurationMeasure	Measure	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:ValidityPeriod/cbc:DurationMeasure
2290	5	cbc:DescriptionCode	Code	0..n	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:ValidityPeriod/cbc:DescriptionCode
2300	5	cbc:Description	Text	0..n	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:ValidityPeriod/cbc:Description
2310	4	cac:Address	AddressType	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address
2320	5	cbc:ID	Identifier	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:ID
2330	5	cbc:AddressTypeCode	Code	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:AddressTypeCode
2340	5	cbc:AddressFormatCode	Code	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:AddressFormatCode
2350	5	cbc:Postbox	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:Postbox
2360	5	cbc:Floor	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:Floor
2370	5	cbc:Room	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:Room
2380	5	cbc:StreetName	Name	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:StreetName
2390	5	cbc:AdditionalStreetName	Name	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:AdditionalStreetName
2400	5	cbc:BlockName	Name	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:BlockName
2410	5	cbc:BuildingName	Name	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:BuildingName
2420	5	cbc:BuildingNumber	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:BuildingNumber
2430	5	cbc:InhouseMail	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:InhouseMail
2440	5	cbc:Department	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:Department
2450	5	cbc:MarkAttention	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:MarkAttention
2460	5	cbc:MarkCare	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:MarkCare
2470	5	cbc:PlotIdentification	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:PlotIdentification
2480	5	cbc:CitySubdivisionName	Name	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:CitySubdivisionName
2490	5	cbc:CityName	Name	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:CityName
2500	5	cbc:PostalZone	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:PostalZone
2510	5	cbc:CountrySubentity	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:CountrySubentity
2520	5	cbc:CountrySubentityCode	Code	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:CountrySubentityCode
2530	5	cbc:Region	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:Region
2540	5	cbc:District	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:District
2550	5	cbc:TimezoneOffset	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:TimezoneOffset
2560	5	cac:AddressLine	AddressLineType	0..n	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cac:AddressLine
2570	5	cac:Country	CountryType	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cac:Country
2580	5	cac:LocationCoordinate	LocationCoordinateType	0..n	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cac:LocationCoordinate
2590	4	cac:SubsidiaryLocation	LocationType	0..n	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:SubsidiaryLocation
2600	4	cac:LocationCoordinate	LocationCoordinateType	0..n	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:LocationCoordinate
2610	5	cbc:CoordinateSystemCode	Code	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:LocationCoordinate/cbc:CoordinateSystemCode
2620	5	cbc:LatitudeDegreesMeasure	Measure	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:LocationCoordinate/cbc:LatitudeDegreesMeasure
2630	5	cbc:LatitudeMinutesMeasure	Measure	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:LocationCoordinate/cbc:LatitudeMinutesMeasure
2640	5	cbc:LatitudeDirectionCode	Code	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:LocationCoordinate/cbc:LatitudeDirectionCode
2650	5	cbc:LongitudeDegreesMeasure	Measure	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:LocationCoordinate/cbc:LongitudeDegreesMeasure
2660	5	cbc:LongitudeMinutesMeasure	Measure	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:LocationCoordinate/cbc:LongitudeMinutesMeasure
2670	5	cbc:LongitudeDirectionCode	Code	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:LocationCoordinate/cbc:LongitudeDirectionCode
2680	5	cbc:AltitudeMeasure	Measure	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:LocationCoordinate/cbc:AltitudeMeasure
2690	3	cac:PartyTaxScheme	PartyTaxSchemeType	0..n	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyTaxScheme
2700	4	cbc:RegistrationName	Name	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cbc:RegistrationName
2710	4	cbc:CompanyID	Identifier	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cbc:CompanyID
2720	4	cbc:TaxLevelCode	Code	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cbc:TaxLevelCode
2730	4	cbc:ExemptionReasonCode	Code	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cbc:ExemptionReasonCode
2740	4	cbc:ExemptionReason	Text	0..n	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cbc:ExemptionReason
2750	4	cac:RegistrationAddress	AddressType	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cac:RegistrationAddress
2760	5	cbc:ID	Identifier	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:ID
2770	5	cbc:AddressTypeCode	Code	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:AddressTypeCode
2780	5	cbc:AddressFormatCode	Code	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:AddressFormatCode
2790	5	cbc:Postbox	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:Postbox
2800	5	cbc:Floor	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:Floor
2810	5	cbc:Room	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:Room
2820	5	cbc:StreetName	Name	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:StreetName
2830	5	cbc:AdditionalStreetName	Name	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:AdditionalStreetName
2840	5	cbc:BlockName	Name	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:BlockName
2850	5	cbc:BuildingName	Name	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:BuildingName
2860	5	cbc:BuildingNumber	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:BuildingNumber
2870	5	cbc:InhouseMail	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:InhouseMail
2880	5	cbc:Department	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:Department
2890	5	cbc:MarkAttention	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:MarkAttention
2900	5	cbc:MarkCare	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:MarkCare
2910	5	cbc:PlotIdentification	Text	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:PlotIdentification
2920	5	cbc:CitySubdivisionName	Name	0..1	/Statement/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:CitySubdivisionName
