seq	level	option	name	abbreviation	datatype	enumeration/pattern	occurrence	XPath
1360	8	 ------- Chc	Code	Cd	ExternalOrganisationIdentification1Code (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgRcpt/Id/OrgId/Othr/SchmeNm/Cd
1370	8	 ------- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgRcpt/Id/OrgId/Othr/SchmeNm/Prtry
1380	7		Issuer	Issr	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgRcpt/Id/OrgId/Othr/Issr
1390	5	 ---- Chc	Private Identification	PrvtId	PersonIdentification13		1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgRcpt/Id/PrvtId
1400	6		Date And Place Of Birth	DtAndPlcOfBirth	DateAndPlaceOfBirth1		0..1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgRcpt/Id/PrvtId/DtAndPlcOfBirth
1410	7		Birth Date	BirthDt	ISODate (xs:date)		1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgRcpt/Id/PrvtId/DtAndPlcOfBirth/BirthDt
1420	7		Province Of Birth	PrvcOfBirth	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgRcpt/Id/PrvtId/DtAndPlcOfBirth/PrvcOfBirth
1430	7		City Of Birth	CityOfBirth	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgRcpt/Id/PrvtId/DtAndPlcOfBirth/CityOfBirth
1440	7		Country Of Birth	CtryOfBirth	CountryCode (xs:string)	[A-Z]{2,2}	1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgRcpt/Id/PrvtId/DtAndPlcOfBirth/CtryOfBirth
1450	6		Other	Othr	GenericPersonIdentification1		0..n	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgRcpt/Id/PrvtId/Othr
1460	7		Identification	Id	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgRcpt/Id/PrvtId/Othr/Id
1470	7		Scheme Name	SchmeNm	PersonIdentificationSchemeName1Choice		0..1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgRcpt/Id/PrvtId/Othr/SchmeNm
1480	8	 ------- Chc	Code	Cd	ExternalPersonIdentification1Code (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgRcpt/Id/PrvtId/Othr/SchmeNm/Cd
1490	8	 ------- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgRcpt/Id/PrvtId/Othr/SchmeNm/Prtry
1500	7		Issuer	Issr	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgRcpt/Id/PrvtId/Othr/Issr
1510	4		Country Of Residence	CtryOfRes	CountryCode (xs:string)	[A-Z]{2,2}	0..1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgRcpt/CtryOfRes
1520	4		Contact Details	CtctDtls	Contact4		0..1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgRcpt/CtctDtls
1530	5		Name Prefix	NmPrfx	NamePrefix2Code (xs:string)	DOCT MADM MISS MIST MIKS	0..1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgRcpt/CtctDtls/NmPrfx
1540	5		Name	Nm	Max140Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgRcpt/CtctDtls/Nm
1550	5		Phone Number	PhneNb	PhoneNumber (xs:string)	\+[0-9]{1,3}-[0-9()+\-]{1,30}	0..1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgRcpt/CtctDtls/PhneNb
1560	5		Mobile Number	MobNb	PhoneNumber (xs:string)	\+[0-9]{1,3}-[0-9()+\-]{1,30}	0..1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgRcpt/CtctDtls/MobNb
1570	5		Fax Number	FaxNb	PhoneNumber (xs:string)	\+[0-9]{1,3}-[0-9()+\-]{1,30}	0..1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgRcpt/CtctDtls/FaxNb
1580	5		Email Address	EmailAdr	Max2048Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgRcpt/CtctDtls/EmailAdr
1590	5		Email Purpose	EmailPurp	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgRcpt/CtctDtls/EmailPurp
1600	5		Job Title	JobTitl	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgRcpt/CtctDtls/JobTitl
1610	5		Responsibility	Rspnsblty	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgRcpt/CtctDtls/Rspnsblty
1620	5		Department	Dept	Max70Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgRcpt/CtctDtls/Dept
1630	5		Other	Othr	OtherContact1		0..n	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgRcpt/CtctDtls/Othr
1640	6		Channel Type	ChanlTp	Max4Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgRcpt/CtctDtls/Othr/ChanlTp
1650	6		Identification	Id	Max128Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgRcpt/CtctDtls/Othr/Id
1660	5		Preferred Method	PrefrdMtd	PreferredContactMethod1Code (xs:string)	LETT MAIL PHON FAXX CELL	0..1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgRcpt/CtctDtls/PrefrdMtd
1670	3		Message Pagination	MsgPgntn	Pagination1		0..1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgPgntn
1680	4		Page Number	PgNb	Max5NumericText (xs:string)	[0-9]{1,5}	1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgPgntn/PgNb
1690	4		Last Page Indicator	LastPgInd	YesNoIndicator (xs:boolean)		1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/MsgPgntn/LastPgInd
1700	3		Original Business Query	OrgnlBizQry	OriginalBusinessQuery1		0..1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/OrgnlBizQry
1710	4		Message Identification	MsgId	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/OrgnlBizQry/MsgId
1720	4		Message Name Identification	MsgNmId	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/OrgnlBizQry/MsgNmId
1730	4		Creation Date Time	CreDtTm	ISODateTime (xs:dateTime)		0..1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/OrgnlBizQry/CreDtTm
1740	3		Additional Information	AddtlInf	Max500Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/GrpHdr/AddtlInf
1750	2		Notification	Ntfctn	AccountNotification17		1..n	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn
1760	3		Identification	Id	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Id
1770	3		Notification Pagination	NtfctnPgntn	Pagination1		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/NtfctnPgntn
1780	4		Page Number	PgNb	Max5NumericText (xs:string)	[0-9]{1,5}	1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/NtfctnPgntn/PgNb
1790	4		Last Page Indicator	LastPgInd	YesNoIndicator (xs:boolean)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/NtfctnPgntn/LastPgInd
1800	3		Electronic Sequence Number	ElctrncSeqNb	Number (xs:decimal)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/ElctrncSeqNb
1810	3		Reporting Sequence	RptgSeq	SequenceRange1Choice		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/RptgSeq
1820	4	 --- Chc	From Sequence	FrSeq	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/RptgSeq/FrSeq
1830	4	 --- Chc	To Sequence	ToSeq	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/RptgSeq/ToSeq
1840	4	 --- Chc	From To Sequence	FrToSeq	SequenceRange1		1..n	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/RptgSeq/FrToSeq
1850	5		From Sequence	FrSeq	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/RptgSeq/FrToSeq/FrSeq
1860	5		To Sequence	ToSeq	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/RptgSeq/FrToSeq/ToSeq
1870	4	 --- Chc	Equal Sequence	EQSeq	Max35Text (xs:string)		1..n	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/RptgSeq/EQSeq
1880	4	 --- Chc	NotEqual Sequence	NEQSeq	Max35Text (xs:string)		1..n	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/RptgSeq/NEQSeq
1890	3		Legal Sequence Number	LglSeqNb	Number (xs:decimal)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/LglSeqNb
1900	3		Creation Date Time	CreDtTm	ISODateTime (xs:dateTime)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/CreDtTm
1910	3		From To Date	FrToDt	DateTimePeriod1		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/FrToDt
1920	4		From Date Time	FrDtTm	ISODateTime (xs:dateTime)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/FrToDt/FrDtTm
1930	4		To Date Time	ToDtTm	ISODateTime (xs:dateTime)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/FrToDt/ToDtTm
1940	3		Copy Duplicate Indicator	CpyDplctInd	CopyDuplicate1Code (xs:string)	CODU COPY DUPL	0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/CpyDplctInd
1950	3		Reporting Source	RptgSrc	ReportingSource1Choice		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/RptgSrc
1960	4	 --- Chc	Code	Cd	ExternalReportingSource1Code (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/RptgSrc/Cd
1970	4	 --- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/RptgSrc/Prtry
1980	3		Account	Acct	CashAccount39		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct
1990	4		Identification	Id	AccountIdentification4Choice		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Id
2000	5	 ---- Chc	IBAN	IBAN	IBAN2007Identifier (xs:string)	[A-Z]{2,2}[0-9]{2,2}[a-zA-Z0-9]{1,30}	1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Id/IBAN
2010	5	 ---- Chc	Other	Othr	GenericAccountIdentification1		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Id/Othr
2020	6		Identification	Id	Max34Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Id/Othr/Id
2030	6		Scheme Name	SchmeNm	AccountSchemeName1Choice		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Id/Othr/SchmeNm
2040	7	 ------ Chc	Code	Cd	ExternalAccountIdentification1Code (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Id/Othr/SchmeNm/Cd
2050	7	 ------ Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Id/Othr/SchmeNm/Prtry
2060	6		Issuer	Issr	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Id/Othr/Issr
2070	4		Type	Tp	CashAccountType2Choice		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Tp
2080	5	 ---- Chc	Code	Cd	ExternalCashAccountType1Code (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Tp/Cd
2090	5	 ---- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Tp/Prtry
2100	4		Currency	Ccy	ActiveOrHistoricCurrencyCode (xs:string)	[A-Z]{3,3}	0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ccy
2110	4		Name	Nm	Max70Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Nm
2120	4		Proxy	Prxy	ProxyAccountIdentification1		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Prxy
2130	5		Type	Tp	ProxyAccountType1Choice		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Prxy/Tp
2140	6	 ----- Chc	Code	Cd	ExternalProxyAccountType1Code (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Prxy/Tp/Cd
2150	6	 ----- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Prxy/Tp/Prtry
2160	5		Identification	Id	Max2048Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Prxy/Id
2170	4		Owner	Ownr	PartyIdentification135		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr
2180	5		Name	Nm	Max140Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/Nm
2190	5		Postal Address	PstlAdr	PostalAddress24		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/PstlAdr
2200	6		Address Type	AdrTp	AddressType3Choice		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/PstlAdr/AdrTp
2210	7	 ------ Chc	Code	Cd	AddressType2Code (xs:string)	ADDR PBOX HOME BIZZ MLTO DLVY	1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/PstlAdr/AdrTp/Cd
2220	7	 ------ Chc	Proprietary	Prtry	GenericIdentification30		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/PstlAdr/AdrTp/Prtry
2230	8		Identification	Id	Exact4AlphaNumericText (xs:string)	[a-zA-Z0-9]{4}	1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/PstlAdr/AdrTp/Prtry/Id
2240	8		Issuer	Issr	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/PstlAdr/AdrTp/Prtry/Issr
2250	8		Scheme Name	SchmeNm	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/PstlAdr/AdrTp/Prtry/SchmeNm
2260	6		Department	Dept	Max70Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/PstlAdr/Dept
2270	6		Sub Department	SubDept	Max70Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/PstlAdr/SubDept
2280	6		Street Name	StrtNm	Max70Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/PstlAdr/StrtNm
2290	6		Building Number	BldgNb	Max16Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/PstlAdr/BldgNb
2300	6		Building Name	BldgNm	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/PstlAdr/BldgNm
2310	6		Floor	Flr	Max70Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/PstlAdr/Flr
2320	6		Post Box	PstBx	Max16Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/PstlAdr/PstBx
2330	6		Room	Room	Max70Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/PstlAdr/Room
2340	6		Post Code	PstCd	Max16Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/PstlAdr/PstCd
2350	6		Town Name	TwnNm	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/PstlAdr/TwnNm
2360	6		Town Location Name	TwnLctnNm	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/PstlAdr/TwnLctnNm
2370	6		District Name	DstrctNm	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/PstlAdr/DstrctNm
2380	6		Country Sub Division	CtrySubDvsn	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/PstlAdr/CtrySubDvsn
2390	6		Country	Ctry	CountryCode (xs:string)	[A-Z]{2,2}	0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/PstlAdr/Ctry
2400	6		Address Line	AdrLine	Max70Text (xs:string)		0..7	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/PstlAdr/AdrLine
2410	5		Identification	Id	Party38Choice		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/Id
2420	6	 ----- Chc	Organisation Identification	OrgId	OrganisationIdentification29		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/Id/OrgId
2430	7		Any BIC	AnyBIC	AnyBICDec2014Identifier (xs:string)	[A-Z0-9]{4,4}[A-Z]{2,2}[A-Z0-9]{2,2}([A-Z0-9]{3,3}){0,1}	0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/Id/OrgId/AnyBIC
2440	7		LEI	LEI	LEIIdentifier (xs:string)	[A-Z0-9]{18,18}[0-9]{2,2}	0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/Id/OrgId/LEI
2450	7		Other	Othr	GenericOrganisationIdentification1		0..n	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/Id/OrgId/Othr
2460	8		Identification	Id	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/Id/OrgId/Othr/Id
2470	8		Scheme Name	SchmeNm	OrganisationIdentificationSchemeName1Choice		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/Id/OrgId/Othr/SchmeNm
2480	9	 -------- Chc	Code	Cd	ExternalOrganisationIdentification1Code (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/Id/OrgId/Othr/SchmeNm/Cd
2490	9	 -------- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/Id/OrgId/Othr/SchmeNm/Prtry
2500	8		Issuer	Issr	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/Id/OrgId/Othr/Issr
2510	6	 ----- Chc	Private Identification	PrvtId	PersonIdentification13		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/Id/PrvtId
2520	7		Date And Place Of Birth	DtAndPlcOfBirth	DateAndPlaceOfBirth1		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/Id/PrvtId/DtAndPlcOfBirth
2530	8		Birth Date	BirthDt	ISODate (xs:date)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/Id/PrvtId/DtAndPlcOfBirth/BirthDt
2540	8		Province Of Birth	PrvcOfBirth	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/Id/PrvtId/DtAndPlcOfBirth/PrvcOfBirth
2550	8		City Of Birth	CityOfBirth	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/Id/PrvtId/DtAndPlcOfBirth/CityOfBirth
2560	8		Country Of Birth	CtryOfBirth	CountryCode (xs:string)	[A-Z]{2,2}	1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/Id/PrvtId/DtAndPlcOfBirth/CtryOfBirth
2570	7		Other	Othr	GenericPersonIdentification1		0..n	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/Id/PrvtId/Othr
2580	8		Identification	Id	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/Id/PrvtId/Othr/Id
2590	8		Scheme Name	SchmeNm	PersonIdentificationSchemeName1Choice		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Acct/Ownr/Id/PrvtId/Othr/SchmeNm
