seq	level	option	name	abbreviation	datatype	enumeration/pattern	occurrence	XPath
1180	4		Identification	Id	Party11Choice		0..1	/Document/BkToCstmrAcctRpt/GrpHdr/MsgRcpt/Id
1190	5	 ---- Chc	Organisation Identification	OrgId	OrganisationIdentification8		1	/Document/BkToCstmrAcctRpt/GrpHdr/MsgRcpt/Id/OrgId
1200	6		Any BIC	AnyBIC	AnyBICIdentifier (xs:string)	[A-Z]{6,6}[A-Z2-9][A-NP-Z0-9]([A-Z0-9]{3,3}){0,1}	0..1	/Document/BkToCstmrAcctRpt/GrpHdr/MsgRcpt/Id/OrgId/AnyBIC
1210	6		Other	Othr	GenericOrganisationIdentification1		0..n	/Document/BkToCstmrAcctRpt/GrpHdr/MsgRcpt/Id/OrgId/Othr
1220	7		Identification	Id	Max35Text (xs:string)		1	/Document/BkToCstmrAcctRpt/GrpHdr/MsgRcpt/Id/OrgId/Othr/Id
1230	7		Scheme Name	SchmeNm	OrganisationIdentificationSchemeName1Choice		0..1	/Document/BkToCstmrAcctRpt/GrpHdr/MsgRcpt/Id/OrgId/Othr/SchmeNm
1240	8	 ------- Chc	Code	Cd	ExternalOrganisationIdentification1Code (xs:string)		1	/Document/BkToCstmrAcctRpt/GrpHdr/MsgRcpt/Id/OrgId/Othr/SchmeNm/Cd
1250	8	 ------- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/BkToCstmrAcctRpt/GrpHdr/MsgRcpt/Id/OrgId/Othr/SchmeNm/Prtry
1260	7		Issuer	Issr	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/GrpHdr/MsgRcpt/Id/OrgId/Othr/Issr
1270	5	 ---- Chc	Private Identification	PrvtId	PersonIdentification5		1	/Document/BkToCstmrAcctRpt/GrpHdr/MsgRcpt/Id/PrvtId
1280	6		Date And Place Of Birth	DtAndPlcOfBirth	DateAndPlaceOfBirth		0..1	/Document/BkToCstmrAcctRpt/GrpHdr/MsgRcpt/Id/PrvtId/DtAndPlcOfBirth
1290	7		Birth Date	BirthDt	ISODate (xs:date)		1	/Document/BkToCstmrAcctRpt/GrpHdr/MsgRcpt/Id/PrvtId/DtAndPlcOfBirth/BirthDt
1300	7		Province Of Birth	PrvcOfBirth	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/GrpHdr/MsgRcpt/Id/PrvtId/DtAndPlcOfBirth/PrvcOfBirth
1310	7		City Of Birth	CityOfBirth	Max35Text (xs:string)		1	/Document/BkToCstmrAcctRpt/GrpHdr/MsgRcpt/Id/PrvtId/DtAndPlcOfBirth/CityOfBirth
1320	7		Country Of Birth	CtryOfBirth	CountryCode (xs:string)	[A-Z]{2,2}	1	/Document/BkToCstmrAcctRpt/GrpHdr/MsgRcpt/Id/PrvtId/DtAndPlcOfBirth/CtryOfBirth
1330	6		Other	Othr	GenericPersonIdentification1		0..n	/Document/BkToCstmrAcctRpt/GrpHdr/MsgRcpt/Id/PrvtId/Othr
1340	7		Identification	Id	Max35Text (xs:string)		1	/Document/BkToCstmrAcctRpt/GrpHdr/MsgRcpt/Id/PrvtId/Othr/Id
1350	7		Scheme Name	SchmeNm	PersonIdentificationSchemeName1Choice		0..1	/Document/BkToCstmrAcctRpt/GrpHdr/MsgRcpt/Id/PrvtId/Othr/SchmeNm
1360	8	 ------- Chc	Code	Cd	ExternalPersonIdentification1Code (xs:string)		1	/Document/BkToCstmrAcctRpt/GrpHdr/MsgRcpt/Id/PrvtId/Othr/SchmeNm/Cd
1370	8	 ------- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/BkToCstmrAcctRpt/GrpHdr/MsgRcpt/Id/PrvtId/Othr/SchmeNm/Prtry
1380	7		Issuer	Issr	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/GrpHdr/MsgRcpt/Id/PrvtId/Othr/Issr
1390	4		Country Of Residence	CtryOfRes	CountryCode (xs:string)	[A-Z]{2,2}	0..1	/Document/BkToCstmrAcctRpt/GrpHdr/MsgRcpt/CtryOfRes
1400	4		Contact Details	CtctDtls	ContactDetails2		0..1	/Document/BkToCstmrAcctRpt/GrpHdr/MsgRcpt/CtctDtls
1410	5		Name Prefix	NmPrfx	NamePrefix1Code (xs:string)	DOCT MIST MISS MADM	0..1	/Document/BkToCstmrAcctRpt/GrpHdr/MsgRcpt/CtctDtls/NmPrfx
1420	5		Name	Nm	Max140Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/GrpHdr/MsgRcpt/CtctDtls/Nm
1430	5		Phone Number	PhneNb	PhoneNumber (xs:string)	\+[0-9]{1,3}-[0-9()+\-]{1,30}	0..1	/Document/BkToCstmrAcctRpt/GrpHdr/MsgRcpt/CtctDtls/PhneNb
1440	5		Mobile Number	MobNb	PhoneNumber (xs:string)	\+[0-9]{1,3}-[0-9()+\-]{1,30}	0..1	/Document/BkToCstmrAcctRpt/GrpHdr/MsgRcpt/CtctDtls/MobNb
1450	5		Fax Number	FaxNb	PhoneNumber (xs:string)	\+[0-9]{1,3}-[0-9()+\-]{1,30}	0..1	/Document/BkToCstmrAcctRpt/GrpHdr/MsgRcpt/CtctDtls/FaxNb
1460	5		Email Address	EmailAdr	Max2048Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/GrpHdr/MsgRcpt/CtctDtls/EmailAdr
1470	5		Other	Othr	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/GrpHdr/MsgRcpt/CtctDtls/Othr
1480	3		Message Pagination	MsgPgntn	Pagination		0..1	/Document/BkToCstmrAcctRpt/GrpHdr/MsgPgntn
1490	4		Page Number	PgNb	Max5NumericText (xs:string)	[0-9]{1,5}	1	/Document/BkToCstmrAcctRpt/GrpHdr/MsgPgntn/PgNb
1500	4		Last Page Indicator	LastPgInd	YesNoIndicator (xs:boolean)		1	/Document/BkToCstmrAcctRpt/GrpHdr/MsgPgntn/LastPgInd
1510	3		Original Business Query	OrgnlBizQry	OriginalBusinessQuery1		0..1	/Document/BkToCstmrAcctRpt/GrpHdr/OrgnlBizQry
1520	4		Message Identification	MsgId	Max35Text (xs:string)		1	/Document/BkToCstmrAcctRpt/GrpHdr/OrgnlBizQry/MsgId
1530	4		Message Name Identification	MsgNmId	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/GrpHdr/OrgnlBizQry/MsgNmId
1540	4		Creation Date Time	CreDtTm	ISODateTime (xs:dateTime)		0..1	/Document/BkToCstmrAcctRpt/GrpHdr/OrgnlBizQry/CreDtTm
1550	3		Additional Information	AddtlInf	Max500Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/GrpHdr/AddtlInf
1560	2		Report	Rpt	AccountReport12		1..n	/Document/BkToCstmrAcctRpt/Rpt
1570	3		Identification	Id	Max35Text (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Id
1580	3		Report Pagination	RptPgntn	Pagination		0..1	/Document/BkToCstmrAcctRpt/Rpt/RptPgntn
1590	4		Page Number	PgNb	Max5NumericText (xs:string)	[0-9]{1,5}	1	/Document/BkToCstmrAcctRpt/Rpt/RptPgntn/PgNb
1600	4		Last Page Indicator	LastPgInd	YesNoIndicator (xs:boolean)		1	/Document/BkToCstmrAcctRpt/Rpt/RptPgntn/LastPgInd
1610	3		Electronic Sequence Number	ElctrncSeqNb	Number (xs:decimal)		0..1	/Document/BkToCstmrAcctRpt/Rpt/ElctrncSeqNb
1620	3		Legal Sequence Number	LglSeqNb	Number (xs:decimal)		0..1	/Document/BkToCstmrAcctRpt/Rpt/LglSeqNb
1630	3		Creation Date Time	CreDtTm	ISODateTime (xs:dateTime)		1	/Document/BkToCstmrAcctRpt/Rpt/CreDtTm
1640	3		From To Date	FrToDt	DateTimePeriodDetails		0..1	/Document/BkToCstmrAcctRpt/Rpt/FrToDt
1650	4		From Date Time	FrDtTm	ISODateTime (xs:dateTime)		1	/Document/BkToCstmrAcctRpt/Rpt/FrToDt/FrDtTm
1660	4		To Date Time	ToDtTm	ISODateTime (xs:dateTime)		1	/Document/BkToCstmrAcctRpt/Rpt/FrToDt/ToDtTm
1670	3		Copy Duplicate Indicator	CpyDplctInd	CopyDuplicate1Code (xs:string)	CODU COPY DUPL	0..1	/Document/BkToCstmrAcctRpt/Rpt/CpyDplctInd
1680	3		Reporting Source	RptgSrc	ReportingSource1Choice		0..1	/Document/BkToCstmrAcctRpt/Rpt/RptgSrc
1690	4	 --- Chc	Code	Cd	ExternalReportingSource1Code (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/RptgSrc/Cd
1700	4	 --- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/RptgSrc/Prtry
1710	3		Account	Acct	CashAccount25		1	/Document/BkToCstmrAcctRpt/Rpt/Acct
1720	4		Identification	Id	AccountIdentification4Choice		1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Id
1730	5	 ---- Chc	IBAN	IBAN	IBAN2007Identifier (xs:string)	[A-Z]{2,2}[0-9]{2,2}[a-zA-Z0-9]{1,30}	1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Id/IBAN
1740	5	 ---- Chc	Other	Othr	GenericAccountIdentification1		1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Id/Othr
1750	6		Identification	Id	Max34Text (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Id/Othr/Id
1760	6		Scheme Name	SchmeNm	AccountSchemeName1Choice		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Id/Othr/SchmeNm
1770	7	 ------ Chc	Code	Cd	ExternalAccountIdentification1Code (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Id/Othr/SchmeNm/Cd
1780	7	 ------ Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Id/Othr/SchmeNm/Prtry
1790	6		Issuer	Issr	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Id/Othr/Issr
1800	4		Type	Tp	CashAccountType2Choice		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Tp
1810	5	 ---- Chc	Code	Cd	ExternalCashAccountType1Code (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Tp/Cd
1820	5	 ---- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Tp/Prtry
1830	4		Currency	Ccy	ActiveOrHistoricCurrencyCode (xs:string)	[A-Z]{3,3}	0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ccy
1840	4		Name	Nm	Max70Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Nm
1850	4		Owner	Ownr	PartyIdentification43		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr
1860	5		Name	Nm	Max140Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/Nm
1870	5		Postal Address	PstlAdr	PostalAddress6		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/PstlAdr
1880	6		Address Type	AdrTp	AddressType2Code (xs:string)	ADDR PBOX HOME BIZZ MLTO DLVY	0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/PstlAdr/AdrTp
1890	6		Department	Dept	Max70Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/PstlAdr/Dept
1900	6		Sub Department	SubDept	Max70Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/PstlAdr/SubDept
1910	6		Street Name	StrtNm	Max70Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/PstlAdr/StrtNm
1920	6		Building Number	BldgNb	Max16Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/PstlAdr/BldgNb
1930	6		Post Code	PstCd	Max16Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/PstlAdr/PstCd
1940	6		Town Name	TwnNm	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/PstlAdr/TwnNm
1950	6		Country Sub Division	CtrySubDvsn	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/PstlAdr/CtrySubDvsn
1960	6		Country	Ctry	CountryCode (xs:string)	[A-Z]{2,2}	0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/PstlAdr/Ctry
1970	6		Address Line	AdrLine	Max70Text (xs:string)		0..7	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/PstlAdr/AdrLine
1980	5		Identification	Id	Party11Choice		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/Id
1990	6	 ----- Chc	Organisation Identification	OrgId	OrganisationIdentification8		1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/Id/OrgId
2000	7		Any BIC	AnyBIC	AnyBICIdentifier (xs:string)	[A-Z]{6,6}[A-Z2-9][A-NP-Z0-9]([A-Z0-9]{3,3}){0,1}	0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/Id/OrgId/AnyBIC
2010	7		Other	Othr	GenericOrganisationIdentification1		0..n	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/Id/OrgId/Othr
2020	8		Identification	Id	Max35Text (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/Id/OrgId/Othr/Id
2030	8		Scheme Name	SchmeNm	OrganisationIdentificationSchemeName1Choice		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/Id/OrgId/Othr/SchmeNm
2040	9	 -------- Chc	Code	Cd	ExternalOrganisationIdentification1Code (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/Id/OrgId/Othr/SchmeNm/Cd
2050	9	 -------- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/Id/OrgId/Othr/SchmeNm/Prtry
2060	8		Issuer	Issr	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/Id/OrgId/Othr/Issr
2070	6	 ----- Chc	Private Identification	PrvtId	PersonIdentification5		1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/Id/PrvtId
2080	7		Date And Place Of Birth	DtAndPlcOfBirth	DateAndPlaceOfBirth		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/Id/PrvtId/DtAndPlcOfBirth
2090	8		Birth Date	BirthDt	ISODate (xs:date)		1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/Id/PrvtId/DtAndPlcOfBirth/BirthDt
2100	8		Province Of Birth	PrvcOfBirth	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/Id/PrvtId/DtAndPlcOfBirth/PrvcOfBirth
2110	8		City Of Birth	CityOfBirth	Max35Text (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/Id/PrvtId/DtAndPlcOfBirth/CityOfBirth
2120	8		Country Of Birth	CtryOfBirth	CountryCode (xs:string)	[A-Z]{2,2}	1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/Id/PrvtId/DtAndPlcOfBirth/CtryOfBirth
2130	7		Other	Othr	GenericPersonIdentification1		0..n	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/Id/PrvtId/Othr
2140	8		Identification	Id	Max35Text (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/Id/PrvtId/Othr/Id
2150	8		Scheme Name	SchmeNm	PersonIdentificationSchemeName1Choice		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/Id/PrvtId/Othr/SchmeNm
2160	9	 -------- Chc	Code	Cd	ExternalPersonIdentification1Code (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/Id/PrvtId/Othr/SchmeNm/Cd
2170	9	 -------- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/Id/PrvtId/Othr/SchmeNm/Prtry
2180	8		Issuer	Issr	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/Id/PrvtId/Othr/Issr
2190	5		Country Of Residence	CtryOfRes	CountryCode (xs:string)	[A-Z]{2,2}	0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/CtryOfRes
2200	5		Contact Details	CtctDtls	ContactDetails2		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/CtctDtls
2210	6		Name Prefix	NmPrfx	NamePrefix1Code (xs:string)	DOCT MIST MISS MADM	0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/CtctDtls/NmPrfx
2220	6		Name	Nm	Max140Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/CtctDtls/Nm
2230	6		Phone Number	PhneNb	PhoneNumber (xs:string)	\+[0-9]{1,3}-[0-9()+\-]{1,30}	0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/CtctDtls/PhneNb
2240	6		Mobile Number	MobNb	PhoneNumber (xs:string)	\+[0-9]{1,3}-[0-9()+\-]{1,30}	0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/CtctDtls/MobNb
2250	6		Fax Number	FaxNb	PhoneNumber (xs:string)	\+[0-9]{1,3}-[0-9()+\-]{1,30}	0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/CtctDtls/FaxNb
2260	6		Email Address	EmailAdr	Max2048Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/CtctDtls/EmailAdr
2270	6		Other	Othr	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Ownr/CtctDtls/Othr
2280	4		Servicer	Svcr	BranchAndFinancialInstitutionIdentification5		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr
2290	5		Financial Institution Identification	FinInstnId	FinancialInstitutionIdentification8		1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/FinInstnId
2300	6		BICFI	BICFI	BICFIIdentifier (xs:string)	[A-Z]{6,6}[A-Z2-9][A-NP-Z0-9]([A-Z0-9]{3,3}){0,1}	0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/FinInstnId/BICFI
2310	6		Clearing System Member Identification	ClrSysMmbId	ClearingSystemMemberIdentification2		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/FinInstnId/ClrSysMmbId
2320	7		Clearing System Identification	ClrSysId	ClearingSystemIdentification2Choice		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/FinInstnId/ClrSysMmbId/ClrSysId
2330	8	 ------- Chc	Code	Cd	ExternalClearingSystemIdentification1Code (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/FinInstnId/ClrSysMmbId/ClrSysId/Cd
2340	8	 ------- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/FinInstnId/ClrSysMmbId/ClrSysId/Prtry
2350	7		Member Identification	MmbId	Max35Text (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/FinInstnId/ClrSysMmbId/MmbId
2360	6		Name	Nm	Max140Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/FinInstnId/Nm
2370	6		Postal Address	PstlAdr	PostalAddress6		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/FinInstnId/PstlAdr
2380	7		Address Type	AdrTp	AddressType2Code (xs:string)	ADDR PBOX HOME BIZZ MLTO DLVY	0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/FinInstnId/PstlAdr/AdrTp
2390	7		Department	Dept	Max70Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/FinInstnId/PstlAdr/Dept
2400	7		Sub Department	SubDept	Max70Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/FinInstnId/PstlAdr/SubDept
2410	7		Street Name	StrtNm	Max70Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/FinInstnId/PstlAdr/StrtNm
2420	7		Building Number	BldgNb	Max16Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/FinInstnId/PstlAdr/BldgNb
2430	7		Post Code	PstCd	Max16Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/FinInstnId/PstlAdr/PstCd
2440	7		Town Name	TwnNm	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/FinInstnId/PstlAdr/TwnNm
2450	7		Country Sub Division	CtrySubDvsn	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/FinInstnId/PstlAdr/CtrySubDvsn
2460	7		Country	Ctry	CountryCode (xs:string)	[A-Z]{2,2}	0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/FinInstnId/PstlAdr/Ctry
2470	7		Address Line	AdrLine	Max70Text (xs:string)		0..7	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/FinInstnId/PstlAdr/AdrLine
2480	6		Other	Othr	GenericFinancialIdentification1		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/FinInstnId/Othr
2490	7		Identification	Id	Max35Text (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/FinInstnId/Othr/Id
2500	7		Scheme Name	SchmeNm	FinancialIdentificationSchemeName1Choice		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/FinInstnId/Othr/SchmeNm
2510	8	 ------- Chc	Code	Cd	ExternalFinancialInstitutionIdentification1Code (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/FinInstnId/Othr/SchmeNm/Cd
2520	8	 ------- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/FinInstnId/Othr/SchmeNm/Prtry
2530	7		Issuer	Issr	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/FinInstnId/Othr/Issr
2540	5		Branch Identification	BrnchId	BranchData2		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/BrnchId
2550	6		Identification	Id	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/BrnchId/Id
2560	6		Name	Nm	Max140Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/BrnchId/Nm
2570	6		Postal Address	PstlAdr	PostalAddress6		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/BrnchId/PstlAdr
2580	7		Address Type	AdrTp	AddressType2Code (xs:string)	ADDR PBOX HOME BIZZ MLTO DLVY	0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/BrnchId/PstlAdr/AdrTp
2590	7		Department	Dept	Max70Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/BrnchId/PstlAdr/Dept
2600	7		Sub Department	SubDept	Max70Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/BrnchId/PstlAdr/SubDept
2610	7		Street Name	StrtNm	Max70Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/BrnchId/PstlAdr/StrtNm
2620	7		Building Number	BldgNb	Max16Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/BrnchId/PstlAdr/BldgNb
2630	7		Post Code	PstCd	Max16Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/BrnchId/PstlAdr/PstCd
2640	7		Town Name	TwnNm	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/BrnchId/PstlAdr/TwnNm
2650	7		Country Sub Division	CtrySubDvsn	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/BrnchId/PstlAdr/CtrySubDvsn
2660	7		Country	Ctry	CountryCode (xs:string)	[A-Z]{2,2}	0..1	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/BrnchId/PstlAdr/Ctry
2670	7		Address Line	AdrLine	Max70Text (xs:string)		0..7	/Document/BkToCstmrAcctRpt/Rpt/Acct/Svcr/BrnchId/PstlAdr/AdrLine
2680	3		Related Account	RltdAcct	CashAccount24		0..1	/Document/BkToCstmrAcctRpt/Rpt/RltdAcct
2690	4		Identification	Id	AccountIdentification4Choice		1	/Document/BkToCstmrAcctRpt/Rpt/RltdAcct/Id
