seq	level	option	name	abbreviation	datatype	enumeration/pattern	occurrence	XPath
1170	7		Issuer	Issr	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/PstlAdr/AdrTp/Prtry/Issr
1180	7		Scheme Name	SchmeNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/PstlAdr/AdrTp/Prtry/SchmeNm
1190	5		Department	Dept	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/PstlAdr/Dept
1200	5		Sub Department	SubDept	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/PstlAdr/SubDept
1210	5		Street Name	StrtNm	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/PstlAdr/StrtNm
1220	5		Building Number	BldgNb	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/PstlAdr/BldgNb
1230	5		Building Name	BldgNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/PstlAdr/BldgNm
1240	5		Floor	Flr	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/PstlAdr/Flr
1250	5		Post Box	PstBx	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/PstlAdr/PstBx
1260	5		Room	Room	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/PstlAdr/Room
1270	5		Post Code	PstCd	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/PstlAdr/PstCd
1280	5		Town Name	TwnNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/PstlAdr/TwnNm
1290	5		Town Location Name	TwnLctnNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/PstlAdr/TwnLctnNm
1300	5		District Name	DstrctNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/PstlAdr/DstrctNm
1310	5		Country Sub Division	CtrySubDvsn	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/PstlAdr/CtrySubDvsn
1320	5		Country	Ctry	CountryCode (xs:string)	[A-Z]{2,2}	0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/PstlAdr/Ctry
1330	5		Address Line	AdrLine	Max70Text (xs:string)		0..7	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/PstlAdr/AdrLine
1340	4		Identification	Id	Party38Choice		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id
1350	5	 ---- Chc	Organisation Identification	OrgId	OrganisationIdentification29		1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/OrgId
1360	6		Any BIC	AnyBIC	AnyBICDec2014Identifier (xs:string)	[A-Z0-9]{4,4}[A-Z]{2,2}[A-Z0-9]{2,2}([A-Z0-9]{3,3}){0,1}	0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/OrgId/AnyBIC
1370	6		LEI	LEI	LEIIdentifier (xs:string)	[A-Z0-9]{18,18}[0-9]{2,2}	0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/OrgId/LEI
1380	6		Other	Othr	GenericOrganisationIdentification1		0..n	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/OrgId/Othr
1390	7		Identification	Id	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/OrgId/Othr/Id
1400	7		Scheme Name	SchmeNm	OrganisationIdentificationSchemeName1Choice		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/OrgId/Othr/SchmeNm
1410	8	 ------- Chc	Code	Cd	ExternalOrganisationIdentification1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/OrgId/Othr/SchmeNm/Cd
1420	8	 ------- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/OrgId/Othr/SchmeNm/Prtry
1430	7		Issuer	Issr	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/OrgId/Othr/Issr
1440	5	 ---- Chc	Private Identification	PrvtId	PersonIdentification13		1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId
1450	6		Date And Place Of Birth	DtAndPlcOfBirth	DateAndPlaceOfBirth1		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/DtAndPlcOfBirth
1460	7		Birth Date	BirthDt	ISODate (xs:date)		1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/DtAndPlcOfBirth/BirthDt
1470	7		Province Of Birth	PrvcOfBirth	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/DtAndPlcOfBirth/PrvcOfBirth
1480	7		City Of Birth	CityOfBirth	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/DtAndPlcOfBirth/CityOfBirth
1490	7		Country Of Birth	CtryOfBirth	CountryCode (xs:string)	[A-Z]{2,2}	1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/DtAndPlcOfBirth/CtryOfBirth
1500	6		Other	Othr	GenericPersonIdentification1		0..n	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/Othr
1510	7		Identification	Id	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/Othr/Id
1520	7		Scheme Name	SchmeNm	PersonIdentificationSchemeName1Choice		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/Othr/SchmeNm
1530	8	 ------- Chc	Code	Cd	ExternalPersonIdentification1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/Othr/SchmeNm/Cd
1540	8	 ------- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/Othr/SchmeNm/Prtry
1550	7		Issuer	Issr	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/Othr/Issr
1560	4		Country Of Residence	CtryOfRes	CountryCode (xs:string)	[A-Z]{2,2}	0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtryOfRes
1570	4		Contact Details	CtctDtls	Contact4		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtctDtls
1580	5		Name Prefix	NmPrfx	NamePrefix2Code (xs:string)	DOCT MADM MISS MIST MIKS	0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtctDtls/NmPrfx
1590	5		Name	Nm	Max140Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtctDtls/Nm
1600	5		Phone Number	PhneNb	PhoneNumber (xs:string)	\+[0-9]{1,3}-[0-9()+\-]{1,30}	0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtctDtls/PhneNb
1610	5		Mobile Number	MobNb	PhoneNumber (xs:string)	\+[0-9]{1,3}-[0-9()+\-]{1,30}	0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtctDtls/MobNb
1620	5		Fax Number	FaxNb	PhoneNumber (xs:string)	\+[0-9]{1,3}-[0-9()+\-]{1,30}	0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtctDtls/FaxNb
1630	5		Email Address	EmailAdr	Max2048Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtctDtls/EmailAdr
1640	5		Email Purpose	EmailPurp	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtctDtls/EmailPurp
1650	5		Job Title	JobTitl	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtctDtls/JobTitl
1660	5		Responsibility	Rspnsblty	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtctDtls/Rspnsblty
1670	5		Department	Dept	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtctDtls/Dept
1680	5		Other	Othr	OtherContact1		0..n	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtctDtls/Othr
1690	6		Channel Type	ChanlTp	Max4Text (xs:string)		1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtctDtls/Othr/ChanlTp
1700	6		Identification	Id	Max128Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtctDtls/Othr/Id
1710	5		Preferred Method	PrefrdMtd	PreferredContactMethod1Code (xs:string)	LETT MAIL PHON FAXX CELL	0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtctDtls/PrefrdMtd
1720	3		Forwarding Agent	FwdgAgt	BranchAndFinancialInstitutionIdentification6		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt
1730	4		Financial Institution Identification	FinInstnId	FinancialInstitutionIdentification18		1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId
1740	5		BICFI	BICFI	BICFIDec2014Identifier (xs:string)	[A-Z0-9]{4,4}[A-Z]{2,2}[A-Z0-9]{2,2}([A-Z0-9]{3,3}){0,1}	0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/BICFI
1750	5		Clearing System Member Identification	ClrSysMmbId	ClearingSystemMemberIdentification2		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/ClrSysMmbId
1760	6		Clearing System Identification	ClrSysId	ClearingSystemIdentification2Choice		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/ClrSysMmbId/ClrSysId
1770	7	 ------ Chc	Code	Cd	ExternalClearingSystemIdentification1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/ClrSysMmbId/ClrSysId/Cd
1780	7	 ------ Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/ClrSysMmbId/ClrSysId/Prtry
1790	6		Member Identification	MmbId	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/ClrSysMmbId/MmbId
1800	5		LEI	LEI	LEIIdentifier (xs:string)	[A-Z0-9]{18,18}[0-9]{2,2}	0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/LEI
1810	5		Name	Nm	Max140Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/Nm
1820	5		Postal Address	PstlAdr	PostalAddress24		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr
1830	6		Address Type	AdrTp	AddressType3Choice		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/AdrTp
1840	7	 ------ Chc	Code	Cd	AddressType2Code (xs:string)	ADDR PBOX HOME BIZZ MLTO DLVY	1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/AdrTp/Cd
1850	7	 ------ Chc	Proprietary	Prtry	GenericIdentification30		1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/AdrTp/Prtry
1860	8		Identification	Id	Exact4AlphaNumericText (xs:string)	[a-zA-Z0-9]{4}	1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/AdrTp/Prtry/Id
1870	8		Issuer	Issr	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/AdrTp/Prtry/Issr
1880	8		Scheme Name	SchmeNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/AdrTp/Prtry/SchmeNm
1890	6		Department	Dept	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/Dept
1900	6		Sub Department	SubDept	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/SubDept
1910	6		Street Name	StrtNm	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/StrtNm
1920	6		Building Number	BldgNb	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/BldgNb
1930	6		Building Name	BldgNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/BldgNm
1940	6		Floor	Flr	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/Flr
1950	6		Post Box	PstBx	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/PstBx
1960	6		Room	Room	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/Room
1970	6		Post Code	PstCd	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/PstCd
1980	6		Town Name	TwnNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/TwnNm
1990	6		Town Location Name	TwnLctnNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/TwnLctnNm
2000	6		District Name	DstrctNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/DstrctNm
2010	6		Country Sub Division	CtrySubDvsn	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/CtrySubDvsn
2020	6		Country	Ctry	CountryCode (xs:string)	[A-Z]{2,2}	0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/Ctry
2030	6		Address Line	AdrLine	Max70Text (xs:string)		0..7	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/AdrLine
2040	5		Other	Othr	GenericFinancialIdentification1		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/Othr
2050	6		Identification	Id	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/Othr/Id
2060	6		Scheme Name	SchmeNm	FinancialIdentificationSchemeName1Choice		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/Othr/SchmeNm
2070	7	 ------ Chc	Code	Cd	ExternalFinancialInstitutionIdentification1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/Othr/SchmeNm/Cd
2080	7	 ------ Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/Othr/SchmeNm/Prtry
2090	6		Issuer	Issr	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/Othr/Issr
2100	4		Branch Identification	BrnchId	BranchData3		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId
2110	5		Identification	Id	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/Id
2120	5		LEI	LEI	LEIIdentifier (xs:string)	[A-Z0-9]{18,18}[0-9]{2,2}	0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/LEI
2130	5		Name	Nm	Max140Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/Nm
2140	5		Postal Address	PstlAdr	PostalAddress24		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr
2150	6		Address Type	AdrTp	AddressType3Choice		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/AdrTp
2160	7	 ------ Chc	Code	Cd	AddressType2Code (xs:string)	ADDR PBOX HOME BIZZ MLTO DLVY	1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/AdrTp/Cd
2170	7	 ------ Chc	Proprietary	Prtry	GenericIdentification30		1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/AdrTp/Prtry
2180	8		Identification	Id	Exact4AlphaNumericText (xs:string)	[a-zA-Z0-9]{4}	1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/AdrTp/Prtry/Id
2190	8		Issuer	Issr	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/AdrTp/Prtry/Issr
2200	8		Scheme Name	SchmeNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/AdrTp/Prtry/SchmeNm
2210	6		Department	Dept	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/Dept
2220	6		Sub Department	SubDept	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/SubDept
2230	6		Street Name	StrtNm	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/StrtNm
2240	6		Building Number	BldgNb	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/BldgNb
2250	6		Building Name	BldgNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/BldgNm
2260	6		Floor	Flr	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/Flr
2270	6		Post Box	PstBx	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/PstBx
2280	6		Room	Room	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/Room
2290	6		Post Code	PstCd	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/PstCd
2300	6		Town Name	TwnNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/TwnNm
2310	6		Town Location Name	TwnLctnNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/TwnLctnNm
2320	6		District Name	DstrctNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/DstrctNm
2330	6		Country Sub Division	CtrySubDvsn	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/CtrySubDvsn
2340	6		Country	Ctry	CountryCode (xs:string)	[A-Z]{2,2}	0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/Ctry
2350	6		Address Line	AdrLine	Max70Text (xs:string)		0..7	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/AdrLine
2360	3		Initiation Source	InitnSrc	PaymentInitiationSource1		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitnSrc
2370	4		Name	Nm	Max140Text (xs:string)		1	/Document/CstmrCdtTrfInitn/GrpHdr/InitnSrc/Nm
2380	4		Provider	Prvdr	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitnSrc/Prvdr
2390	4		Version	Vrsn	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitnSrc/Vrsn
2400	2		Payment Information	PmtInf	PaymentInstruction40		1..n	/Document/CstmrCdtTrfInitn/PmtInf
2410	3		Payment Information Identification	PmtInfId	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/PmtInfId
2420	3		Payment Method	PmtMtd	PaymentMethod3Code (xs:string)	CHK TRF TRA	1	/Document/CstmrCdtTrfInitn/PmtInf/PmtMtd
2430	3		Requested Advice Type	ReqdAdvcTp	AdviceType1		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ReqdAdvcTp
2440	4		Credit Advice	CdtAdvc	AdviceType1Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ReqdAdvcTp/CdtAdvc
2450	5	 ---- Chc	Code	Cd	AdviceType1Code (xs:string)	ADWD ADND	1	/Document/CstmrCdtTrfInitn/PmtInf/ReqdAdvcTp/CdtAdvc/Cd
2460	5	 ---- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/ReqdAdvcTp/CdtAdvc/Prtry
2470	4		Debit Advice	DbtAdvc	AdviceType1Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ReqdAdvcTp/DbtAdvc
2480	5	 ---- Chc	Code	Cd	AdviceType1Code (xs:string)	ADWD ADND	1	/Document/CstmrCdtTrfInitn/PmtInf/ReqdAdvcTp/DbtAdvc/Cd
2490	5	 ---- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/ReqdAdvcTp/DbtAdvc/Prtry
2500	3		Batch Booking	BtchBookg	BatchBookingIndicator (xs:boolean)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/BtchBookg
2510	3		Number Of Transactions	NbOfTxs	Max15NumericText (xs:string)	[0-9]{1,15}	0..1	/Document/CstmrCdtTrfInitn/PmtInf/NbOfTxs
2520	3		Control Sum	CtrlSum	DecimalNumber (xs:decimal)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CtrlSum
2530	3		Payment Type Information	PmtTpInf	PaymentTypeInformation26		0..1	/Document/CstmrCdtTrfInitn/PmtInf/PmtTpInf
2540	4		Instruction Priority	InstrPrty	Priority2Code (xs:string)	HIGH NORM	0..1	/Document/CstmrCdtTrfInitn/PmtInf/PmtTpInf/InstrPrty
2550	4		Service Level	SvcLvl	ServiceLevel8Choice		0..n	/Document/CstmrCdtTrfInitn/PmtInf/PmtTpInf/SvcLvl
2560	5	 ---- Chc	Code	Cd	ExternalServiceLevel1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/PmtTpInf/SvcLvl/Cd
2570	5	 ---- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/PmtTpInf/SvcLvl/Prtry
2580	4		Local Instrument	LclInstrm	LocalInstrument2Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/PmtTpInf/LclInstrm
2590	5	 ---- Chc	Code	Cd	ExternalLocalInstrument1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/PmtTpInf/LclInstrm/Cd
2600	5	 ---- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/PmtTpInf/LclInstrm/Prtry
2610	4		Category Purpose	CtgyPurp	CategoryPurpose1Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/PmtTpInf/CtgyPurp
2620	5	 ---- Chc	Code	Cd	ExternalCategoryPurpose1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/PmtTpInf/CtgyPurp/Cd
2630	5	 ---- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/PmtTpInf/CtgyPurp/Prtry
2640	3		Requested Execution Date	ReqdExctnDt	DateAndDateTime2Choice		1	/Document/CstmrCdtTrfInitn/PmtInf/ReqdExctnDt
2650	4	 --- Chc	Date	Dt	ISODate (xs:date)		1	/Document/CstmrCdtTrfInitn/PmtInf/ReqdExctnDt/Dt
2660	4	 --- Chc	Date Time	DtTm	ISODateTime (xs:dateTime)		1	/Document/CstmrCdtTrfInitn/PmtInf/ReqdExctnDt/DtTm
