seq	level	option	name	abbreviation	datatype	enumeration/pattern	occurrence	XPath
1990	5		Other	Othr	GenericFinancialIdentification1		0..1	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/FinInstnId/Othr
2000	6		Identification	Id	Max35Text (xs:string)		1	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/FinInstnId/Othr/Id
2010	6		Scheme Name	SchmeNm	FinancialIdentificationSchemeName1Choice		0..1	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/FinInstnId/Othr/SchmeNm
2020	7	 ------ Chc	Code	Cd	ExternalFinancialInstitutionIdentification1Code (xs:string)		1	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/FinInstnId/Othr/SchmeNm/Cd
2030	7	 ------ Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/FinInstnId/Othr/SchmeNm/Prtry
2040	6		Issuer	Issr	Max35Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/FinInstnId/Othr/Issr
2050	4		Branch Identification	BrnchId	BranchData3		0..1	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/BrnchId
2060	5		Identification	Id	Max35Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/BrnchId/Id
2070	5		LEI	LEI	LEIIdentifier (xs:string)	[A-Z0-9]{18,18}[0-9]{2,2}	0..1	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/BrnchId/LEI
2080	5		Name	Nm	Max140Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/BrnchId/Nm
2090	5		Postal Address	PstlAdr	PostalAddress24		0..1	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/BrnchId/PstlAdr
2100	6		Address Type	AdrTp	AddressType3Choice		0..1	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/BrnchId/PstlAdr/AdrTp
2110	7	 ------ Chc	Code	Cd	AddressType2Code (xs:string)	ADDR PBOX HOME BIZZ MLTO DLVY	1	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/BrnchId/PstlAdr/AdrTp/Cd
2120	7	 ------ Chc	Proprietary	Prtry	GenericIdentification30		1	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/BrnchId/PstlAdr/AdrTp/Prtry
2130	8		Identification	Id	Exact4AlphaNumericText (xs:string)	[a-zA-Z0-9]{4}	1	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/BrnchId/PstlAdr/AdrTp/Prtry/Id
2140	8		Issuer	Issr	Max35Text (xs:string)		1	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/BrnchId/PstlAdr/AdrTp/Prtry/Issr
2150	8		Scheme Name	SchmeNm	Max35Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/BrnchId/PstlAdr/AdrTp/Prtry/SchmeNm
2160	6		Department	Dept	Max70Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/BrnchId/PstlAdr/Dept
2170	6		Sub Department	SubDept	Max70Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/BrnchId/PstlAdr/SubDept
2180	6		Street Name	StrtNm	Max70Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/BrnchId/PstlAdr/StrtNm
2190	6		Building Number	BldgNb	Max16Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/BrnchId/PstlAdr/BldgNb
2200	6		Building Name	BldgNm	Max35Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/BrnchId/PstlAdr/BldgNm
2210	6		Floor	Flr	Max70Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/BrnchId/PstlAdr/Flr
2220	6		Post Box	PstBx	Max16Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/BrnchId/PstlAdr/PstBx
2230	6		Room	Room	Max70Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/BrnchId/PstlAdr/Room
2240	6		Post Code	PstCd	Max16Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/BrnchId/PstlAdr/PstCd
2250	6		Town Name	TwnNm	Max35Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/BrnchId/PstlAdr/TwnNm
2260	6		Town Location Name	TwnLctnNm	Max35Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/BrnchId/PstlAdr/TwnLctnNm
2270	6		District Name	DstrctNm	Max35Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/BrnchId/PstlAdr/DstrctNm
2280	6		Country Sub Division	CtrySubDvsn	Max35Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/BrnchId/PstlAdr/CtrySubDvsn
2290	6		Country	Ctry	CountryCode (xs:string)	[A-Z]{2,2}	0..1	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/BrnchId/PstlAdr/Ctry
2300	6		Address Line	AdrLine	Max70Text (xs:string)		0..7	/Document/CstmrPmtStsRpt/GrpHdr/FwdgAgt/BrnchId/PstlAdr/AdrLine
2310	3		Debtor Agent	DbtrAgt	BranchAndFinancialInstitutionIdentification6		0..1	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt
2320	4		Financial Institution Identification	FinInstnId	FinancialInstitutionIdentification18		1	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt/FinInstnId
2330	5		BICFI	BICFI	BICFIDec2014Identifier (xs:string)	[A-Z0-9]{4,4}[A-Z]{2,2}[A-Z0-9]{2,2}([A-Z0-9]{3,3}){0,1}	0..1	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt/FinInstnId/BICFI
2340	5		Clearing System Member Identification	ClrSysMmbId	ClearingSystemMemberIdentification2		0..1	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt/FinInstnId/ClrSysMmbId
2350	6		Clearing System Identification	ClrSysId	ClearingSystemIdentification2Choice		0..1	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt/FinInstnId/ClrSysMmbId/ClrSysId
2360	7	 ------ Chc	Code	Cd	ExternalClearingSystemIdentification1Code (xs:string)		1	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt/FinInstnId/ClrSysMmbId/ClrSysId/Cd
2370	7	 ------ Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt/FinInstnId/ClrSysMmbId/ClrSysId/Prtry
2380	6		Member Identification	MmbId	Max35Text (xs:string)		1	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt/FinInstnId/ClrSysMmbId/MmbId
2390	5		LEI	LEI	LEIIdentifier (xs:string)	[A-Z0-9]{18,18}[0-9]{2,2}	0..1	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt/FinInstnId/LEI
2400	5		Name	Nm	Max140Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt/FinInstnId/Nm
2410	5		Postal Address	PstlAdr	PostalAddress24		0..1	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt/FinInstnId/PstlAdr
2420	6		Address Type	AdrTp	AddressType3Choice		0..1	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt/FinInstnId/PstlAdr/AdrTp
2430	7	 ------ Chc	Code	Cd	AddressType2Code (xs:string)	ADDR PBOX HOME BIZZ MLTO DLVY	1	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt/FinInstnId/PstlAdr/AdrTp/Cd
2440	7	 ------ Chc	Proprietary	Prtry	GenericIdentification30		1	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt/FinInstnId/PstlAdr/AdrTp/Prtry
2450	8		Identification	Id	Exact4AlphaNumericText (xs:string)	[a-zA-Z0-9]{4}	1	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt/FinInstnId/PstlAdr/AdrTp/Prtry/Id
2460	8		Issuer	Issr	Max35Text (xs:string)		1	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt/FinInstnId/PstlAdr/AdrTp/Prtry/Issr
2470	8		Scheme Name	SchmeNm	Max35Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt/FinInstnId/PstlAdr/AdrTp/Prtry/SchmeNm
2480	6		Department	Dept	Max70Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt/FinInstnId/PstlAdr/Dept
2490	6		Sub Department	SubDept	Max70Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt/FinInstnId/PstlAdr/SubDept
2500	6		Street Name	StrtNm	Max70Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt/FinInstnId/PstlAdr/StrtNm
2510	6		Building Number	BldgNb	Max16Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt/FinInstnId/PstlAdr/BldgNb
2520	6		Building Name	BldgNm	Max35Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt/FinInstnId/PstlAdr/BldgNm
2530	6		Floor	Flr	Max70Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt/FinInstnId/PstlAdr/Flr
2540	6		Post Box	PstBx	Max16Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt/FinInstnId/PstlAdr/PstBx
2550	6		Room	Room	Max70Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt/FinInstnId/PstlAdr/Room
2560	6		Post Code	PstCd	Max16Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt/FinInstnId/PstlAdr/PstCd
2570	6		Town Name	TwnNm	Max35Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt/FinInstnId/PstlAdr/TwnNm
2580	6		Town Location Name	TwnLctnNm	Max35Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt/FinInstnId/PstlAdr/TwnLctnNm
2590	6		District Name	DstrctNm	Max35Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt/FinInstnId/PstlAdr/DstrctNm
2600	6		Country Sub Division	CtrySubDvsn	Max35Text (xs:string)		0..1	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt/FinInstnId/PstlAdr/CtrySubDvsn
2610	6		Country	Ctry	CountryCode (xs:string)	[A-Z]{2,2}	0..1	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt/FinInstnId/PstlAdr/Ctry
2620	6		Address Line	AdrLine	Max70Text (xs:string)		0..7	/Document/CstmrPmtStsRpt/GrpHdr/DbtrAgt/FinInstnId/PstlAdr/AdrLine
