seq	level	option	name	abbreviation	datatype	enumeration/pattern	occurrence	XPath
1230	4		Identification	Id	Party6Choice		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id
1240	5	 ---- Chc	Organisation Identification	OrgId	OrganisationIdentification4		1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/OrgId
1250	6		BIC Or BEI	BICOrBEI	AnyBICIdentifier (xs:string)	[A-Z]{6,6}[A-Z2-9][A-NP-Z0-9]([A-Z0-9]{3,3}){0,1}	0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/OrgId/BICOrBEI
1260	6		Other	Othr	GenericOrganisationIdentification1		0..n	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/OrgId/Othr
1270	7		Identification	Id	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/OrgId/Othr/Id
1280	7		Scheme Name	SchmeNm	OrganisationIdentificationSchemeName1Choice		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/OrgId/Othr/SchmeNm
1290	8	 ------- Chc	Code	Cd	ExternalOrganisationIdentification1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/OrgId/Othr/SchmeNm/Cd
1300	8	 ------- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/OrgId/Othr/SchmeNm/Prtry
1310	7		Issuer	Issr	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/OrgId/Othr/Issr
1320	5	 ---- Chc	Private Identification	PrvtId	PersonIdentification5		1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId
1330	6		Date And Place Of Birth	DtAndPlcOfBirth	DateAndPlaceOfBirth		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/DtAndPlcOfBirth
1340	7		Birth Date	BirthDt	ISODate (xs:date)		1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/DtAndPlcOfBirth/BirthDt
1350	7		Province Of Birth	PrvcOfBirth	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/DtAndPlcOfBirth/PrvcOfBirth
1360	7		City Of Birth	CityOfBirth	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/DtAndPlcOfBirth/CityOfBirth
1370	7		Country Of Birth	CtryOfBirth	CountryCode (xs:string)	[A-Z]{2,2}	1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/DtAndPlcOfBirth/CtryOfBirth
1380	6		Other	Othr	GenericPersonIdentification1		0..n	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/Othr
1390	7		Identification	Id	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/Othr/Id
1400	7		Scheme Name	SchmeNm	PersonIdentificationSchemeName1Choice		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/Othr/SchmeNm
1410	8	 ------- Chc	Code	Cd	ExternalPersonIdentification1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/Othr/SchmeNm/Cd
1420	8	 ------- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/Othr/SchmeNm/Prtry
1430	7		Issuer	Issr	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/Id/PrvtId/Othr/Issr
1440	4		Country Of Residence	CtryOfRes	CountryCode (xs:string)	[A-Z]{2,2}	0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtryOfRes
1450	4		Contact Details	CtctDtls	ContactDetails2		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtctDtls
1460	5		Name Prefix	NmPrfx	NamePrefix1Code (xs:string)	DOCT MIST MISS MADM	0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtctDtls/NmPrfx
1470	5		Name	Nm	Max140Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtctDtls/Nm
1480	5		Phone Number	PhneNb	PhoneNumber (xs:string)	\+[0-9]{1,3}-[0-9()+\-]{1,30}	0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtctDtls/PhneNb
1490	5		Mobile Number	MobNb	PhoneNumber (xs:string)	\+[0-9]{1,3}-[0-9()+\-]{1,30}	0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtctDtls/MobNb
1500	5		Fax Number	FaxNb	PhoneNumber (xs:string)	\+[0-9]{1,3}-[0-9()+\-]{1,30}	0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtctDtls/FaxNb
1510	5		Email Address	EmailAdr	Max2048Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtctDtls/EmailAdr
1520	5		Other	Othr	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/InitgPty/CtctDtls/Othr
1530	3		Forwarding Agent	FwdgAgt	BranchAndFinancialInstitutionIdentification4		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt
1540	4		Financial Institution Identification	FinInstnId	FinancialInstitutionIdentification7		1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId
1550	5		BIC	BIC	BICIdentifier (xs:string)	[A-Z]{6,6}[A-Z2-9][A-NP-Z0-9]([A-Z0-9]{3,3}){0,1}	0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/BIC
1560	5		Clearing System Member Identification	ClrSysMmbId	ClearingSystemMemberIdentification2		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/ClrSysMmbId
1570	6		Clearing System Identification	ClrSysId	ClearingSystemIdentification2Choice		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/ClrSysMmbId/ClrSysId
1580	7	 ------ Chc	Code	Cd	ExternalClearingSystemIdentification1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/ClrSysMmbId/ClrSysId/Cd
1590	7	 ------ Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/ClrSysMmbId/ClrSysId/Prtry
1600	6		Member Identification	MmbId	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/ClrSysMmbId/MmbId
1610	5		Name	Nm	Max140Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/Nm
1620	5		Postal Address	PstlAdr	PostalAddress6		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr
1630	6		Address Type	AdrTp	AddressType2Code (xs:string)	ADDR PBOX HOME BIZZ MLTO DLVY	0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/AdrTp
1640	6		Department	Dept	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/Dept
1650	6		Sub Department	SubDept	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/SubDept
1660	6		Street Name	StrtNm	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/StrtNm
1670	6		Building Number	BldgNb	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/BldgNb
1680	6		Post Code	PstCd	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/PstCd
1690	6		Town Name	TwnNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/TwnNm
1700	6		Country Sub Division	CtrySubDvsn	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/CtrySubDvsn
1710	6		Country	Ctry	CountryCode (xs:string)	[A-Z]{2,2}	0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/Ctry
1720	6		Address Line	AdrLine	Max70Text (xs:string)		0..7	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/PstlAdr/AdrLine
1730	5		Other	Othr	GenericFinancialIdentification1		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/Othr
1740	6		Identification	Id	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/Othr/Id
1750	6		Scheme Name	SchmeNm	FinancialIdentificationSchemeName1Choice		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/Othr/SchmeNm
1760	7	 ------ Chc	Code	Cd	ExternalFinancialInstitutionIdentification1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/Othr/SchmeNm/Cd
1770	7	 ------ Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/Othr/SchmeNm/Prtry
1780	6		Issuer	Issr	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/FinInstnId/Othr/Issr
1790	4		Branch Identification	BrnchId	BranchData2		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId
1800	5		Identification	Id	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/Id
1810	5		Name	Nm	Max140Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/Nm
1820	5		Postal Address	PstlAdr	PostalAddress6		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr
1830	6		Address Type	AdrTp	AddressType2Code (xs:string)	ADDR PBOX HOME BIZZ MLTO DLVY	0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/AdrTp
1840	6		Department	Dept	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/Dept
1850	6		Sub Department	SubDept	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/SubDept
1860	6		Street Name	StrtNm	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/StrtNm
1870	6		Building Number	BldgNb	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/BldgNb
1880	6		Post Code	PstCd	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/PstCd
1890	6		Town Name	TwnNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/TwnNm
1900	6		Country Sub Division	CtrySubDvsn	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/CtrySubDvsn
1910	6		Country	Ctry	CountryCode (xs:string)	[A-Z]{2,2}	0..1	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/Ctry
1920	6		Address Line	AdrLine	Max70Text (xs:string)		0..7	/Document/CstmrCdtTrfInitn/GrpHdr/FwdgAgt/BrnchId/PstlAdr/AdrLine
1930	2		Payment Information	PmtInf	PaymentInstructionInformation3		1..n	/Document/CstmrCdtTrfInitn/PmtInf
1940	3		Payment Information Identification	PmtInfId	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/PmtInfId
1950	3		Payment Method	PmtMtd	PaymentMethod3Code (xs:string)	CHK TRF TRA	1	/Document/CstmrCdtTrfInitn/PmtInf/PmtMtd
1960	3		Batch Booking	BtchBookg	BatchBookingIndicator (xs:boolean)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/BtchBookg
1970	3		Number Of Transactions	NbOfTxs	Max15NumericText (xs:string)	[0-9]{1,15}	0..1	/Document/CstmrCdtTrfInitn/PmtInf/NbOfTxs
1980	3		Control Sum	CtrlSum	DecimalNumber (xs:decimal)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CtrlSum
1990	3		Payment Type Information	PmtTpInf	PaymentTypeInformation19		0..1	/Document/CstmrCdtTrfInitn/PmtInf/PmtTpInf
2000	4		Instruction Priority	InstrPrty	Priority2Code (xs:string)	HIGH NORM	0..1	/Document/CstmrCdtTrfInitn/PmtInf/PmtTpInf/InstrPrty
2010	4		Service Level	SvcLvl	ServiceLevel8Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/PmtTpInf/SvcLvl
2020	5	 ---- Chc	Code	Cd	ExternalServiceLevel1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/PmtTpInf/SvcLvl/Cd
2030	5	 ---- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/PmtTpInf/SvcLvl/Prtry
2040	4		Local Instrument	LclInstrm	LocalInstrument2Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/PmtTpInf/LclInstrm
2050	5	 ---- Chc	Code	Cd	ExternalLocalInstrument1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/PmtTpInf/LclInstrm/Cd
2060	5	 ---- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/PmtTpInf/LclInstrm/Prtry
2070	4		Category Purpose	CtgyPurp	CategoryPurpose1Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/PmtTpInf/CtgyPurp
2080	5	 ---- Chc	Code	Cd	ExternalCategoryPurpose1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/PmtTpInf/CtgyPurp/Cd
2090	5	 ---- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/PmtTpInf/CtgyPurp/Prtry
2100	3		Requested Execution Date	ReqdExctnDt	ISODate (xs:date)		1	/Document/CstmrCdtTrfInitn/PmtInf/ReqdExctnDt
2110	3		Pooling Adjustment Date	PoolgAdjstmntDt	ISODate (xs:date)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/PoolgAdjstmntDt
2120	3		Debtor	Dbtr	PartyIdentification32		1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr
2130	4		Name	Nm	Max140Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/Nm
2140	4		Postal Address	PstlAdr	PostalAddress6		0..1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/PstlAdr
2150	5		Address Type	AdrTp	AddressType2Code (xs:string)	ADDR PBOX HOME BIZZ MLTO DLVY	0..1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/PstlAdr/AdrTp
2160	5		Department	Dept	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/PstlAdr/Dept
2170	5		Sub Department	SubDept	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/PstlAdr/SubDept
2180	5		Street Name	StrtNm	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/PstlAdr/StrtNm
2190	5		Building Number	BldgNb	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/PstlAdr/BldgNb
2200	5		Post Code	PstCd	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/PstlAdr/PstCd
2210	5		Town Name	TwnNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/PstlAdr/TwnNm
2220	5		Country Sub Division	CtrySubDvsn	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/PstlAdr/CtrySubDvsn
2230	5		Country	Ctry	CountryCode (xs:string)	[A-Z]{2,2}	0..1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/PstlAdr/Ctry
2240	5		Address Line	AdrLine	Max70Text (xs:string)		0..7	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/PstlAdr/AdrLine
2250	4		Identification	Id	Party6Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/Id
2260	5	 ---- Chc	Organisation Identification	OrgId	OrganisationIdentification4		1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/Id/OrgId
2270	6		BIC Or BEI	BICOrBEI	AnyBICIdentifier (xs:string)	[A-Z]{6,6}[A-Z2-9][A-NP-Z0-9]([A-Z0-9]{3,3}){0,1}	0..1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/Id/OrgId/BICOrBEI
2280	6		Other	Othr	GenericOrganisationIdentification1		0..n	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/Id/OrgId/Othr
2290	7		Identification	Id	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/Id/OrgId/Othr/Id
2300	7		Scheme Name	SchmeNm	OrganisationIdentificationSchemeName1Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/Id/OrgId/Othr/SchmeNm
2310	8	 ------- Chc	Code	Cd	ExternalOrganisationIdentification1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/Id/OrgId/Othr/SchmeNm/Cd
2320	8	 ------- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/Id/OrgId/Othr/SchmeNm/Prtry
2330	7		Issuer	Issr	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/Id/OrgId/Othr/Issr
2340	5	 ---- Chc	Private Identification	PrvtId	PersonIdentification5		1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/Id/PrvtId
2350	6		Date And Place Of Birth	DtAndPlcOfBirth	DateAndPlaceOfBirth		0..1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/Id/PrvtId/DtAndPlcOfBirth
2360	7		Birth Date	BirthDt	ISODate (xs:date)		1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/Id/PrvtId/DtAndPlcOfBirth/BirthDt
2370	7		Province Of Birth	PrvcOfBirth	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/Id/PrvtId/DtAndPlcOfBirth/PrvcOfBirth
2380	7		City Of Birth	CityOfBirth	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/Id/PrvtId/DtAndPlcOfBirth/CityOfBirth
2390	7		Country Of Birth	CtryOfBirth	CountryCode (xs:string)	[A-Z]{2,2}	1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/Id/PrvtId/DtAndPlcOfBirth/CtryOfBirth
2400	6		Other	Othr	GenericPersonIdentification1		0..n	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/Id/PrvtId/Othr
2410	7		Identification	Id	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/Id/PrvtId/Othr/Id
2420	7		Scheme Name	SchmeNm	PersonIdentificationSchemeName1Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/Id/PrvtId/Othr/SchmeNm
2430	8	 ------- Chc	Code	Cd	ExternalPersonIdentification1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/Id/PrvtId/Othr/SchmeNm/Cd
2440	8	 ------- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/Id/PrvtId/Othr/SchmeNm/Prtry
2450	7		Issuer	Issr	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/Id/PrvtId/Othr/Issr
2460	4		Country Of Residence	CtryOfRes	CountryCode (xs:string)	[A-Z]{2,2}	0..1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/CtryOfRes
2470	4		Contact Details	CtctDtls	ContactDetails2		0..1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/CtctDtls
2480	5		Name Prefix	NmPrfx	NamePrefix1Code (xs:string)	DOCT MIST MISS MADM	0..1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/CtctDtls/NmPrfx
2490	5		Name	Nm	Max140Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/CtctDtls/Nm
2500	5		Phone Number	PhneNb	PhoneNumber (xs:string)	\+[0-9]{1,3}-[0-9()+\-]{1,30}	0..1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/CtctDtls/PhneNb
2510	5		Mobile Number	MobNb	PhoneNumber (xs:string)	\+[0-9]{1,3}-[0-9()+\-]{1,30}	0..1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/CtctDtls/MobNb
2520	5		Fax Number	FaxNb	PhoneNumber (xs:string)	\+[0-9]{1,3}-[0-9()+\-]{1,30}	0..1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/CtctDtls/FaxNb
2530	5		Email Address	EmailAdr	Max2048Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/CtctDtls/EmailAdr
2540	5		Other	Othr	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/Dbtr/CtctDtls/Othr
2550	3		Debtor Account	DbtrAcct	CashAccount16		1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAcct
2560	4		Identification	Id	AccountIdentification4Choice		1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAcct/Id
2570	5	 ---- Chc	IBAN	IBAN	IBAN2007Identifier (xs:string)	[A-Z]{2,2}[0-9]{2,2}[a-zA-Z0-9]{1,30}	1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAcct/Id/IBAN
2580	5	 ---- Chc	Other	Othr	GenericAccountIdentification1		1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAcct/Id/Othr
2590	6		Identification	Id	Max34Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAcct/Id/Othr/Id
2600	6		Scheme Name	SchmeNm	AccountSchemeName1Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAcct/Id/Othr/SchmeNm
2610	7	 ------ Chc	Code	Cd	ExternalAccountIdentification1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAcct/Id/Othr/SchmeNm/Cd
2620	7	 ------ Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAcct/Id/Othr/SchmeNm/Prtry
2630	6		Issuer	Issr	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAcct/Id/Othr/Issr
2640	4		Type	Tp	CashAccountType2		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAcct/Tp
2650	5	 ---- Chc	Code	Cd	CashAccountType4Code (xs:string)	CASH CHAR COMM TAXE CISH TRAS SACC CACC SVGS ONDP MGLD NREX MOMA LOAN SLRY ODFT	1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAcct/Tp/Cd
2660	5	 ---- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAcct/Tp/Prtry
